label_id	anchor_x	anchor_y	anchor_z	bb_min_x	bb_min_y	bb_min_z	bb_max_x	bb_max_y	bb_max_z	timepoint
2001	204.43117089696	1.5434220312	0	201.074748	0	0	208.00836	3.8134866	0	5
2002	113.507290177879	46.5156106313017	0	104.1775203	31.8946152	0	120.1248279	63.7892304	0	0
2003	191.34501870588	45.3980028551912	0	183.3940374	36.401463	0	199.8613659	53.5621527	0	0
2004	203.228568787751	1.36934976414254	0	200.5547271	0	0	205.7549361	3.2934657	0	4
2005	205.505349894845	2.10371188831615	0	202.2881301	0	0	209.0484018	4.8535284	0	6
2006	110.454272215388	41.8636709265427	0	101.0573949	28.9478301	0	117.0047025	57.8956602	0	3
2007	138.272031376229	49.6499377036379	0	130.5252459	37.9615257	0	145.9525326	59.8024035	0	0
2008	108.940080233396	37.4554303403422	0	99.1506516	26.5210659	0	118.2180846	50.0953467	0	5
2009	111.587845165481	43.7186171838263	0	102.0974367	29.6411913	0	117.6980637	60.3224244	0	2
2010	109.880395119363	39.7436024504116	0	99.8440128	27.734448	0	118.5647652	54.7755348	0	4
2011	299.655295608093	51.843132334576	0	288.2649189	44.0284362	0	309.4124355	61.0157856	0	0
2012	137.533633049323	50.9138469883594	0	127.4051205	38.3082063	0	147.8592759	61.7091468	0	5
2013	112.729009208678	45.1730142753719	0	103.3108188	31.3745943	0	119.0847861	62.0558274	0	1
2014	205.894179131282	2.59364554601386	0	202.2881301	0	0	209.741763	5.8935702	0	7
2015	107.447200070748	34.8085141412292	0	98.2839501	25.1343435	0	117.0047025	45.4151586	0	6
2016	138.205388147006	50.1401606110477	0	130.3519056	39.0015675	0	146.8192341	60.669105	0	2
2017	137.896117814825	50.6998962075304	0	128.7918429	38.6548869	0	147.8592759	61.3624662	0	4
2018	149.354707521343	65.3679488418825	0	143.3524281	56.5089378	0	159.2997357	76.4430723	0	0
2019	192.266676279782	46.8929657418399	0	183.5673777	37.7881854	0	201.4214286	54.7755348	0	1
2020	318.349393280509	74.9283654816062	0	309.5857758	66.2159946	0	326.5731252	85.4567679	0	0
2021	105.720634170667	33.04609005	0	97.4172486	24.4409823	0	114.2312577	42.6417138	0	7
2022	138.290092661538	50.6136078	0	129.6585444	38.134866	0	148.5526371	60.8424453	0	3
2023	195.573177798966	51.6067358534269	0	186.3408225	42.6417138	0	204.8882346	59.8024035	0	4
2024	136.800046033767	51.3106996554658	0	127.5784608	38.3082063	0	146.6458938	62.5758483	0	6
2025	156.974418543773	63.5668433887545	0	152.7128043	60.669105	0	161.0331387	66.2159946	0	4
2026	193.411001392227	48.301197398915	0	183.3940374	40.0416093	0	202.6348107	56.6822781	0	2
2027	196.456627165699	53.6464113192945	0	188.4209061	44.2017765	0	205.4082555	61.5358065	0	5
2028	146.810203914496	69.6911437061721	0	144.2191296	61.3624662	0	149.7660192	77.3097738	0	4
2029	126.602945222365	85.9510527812358	0	117.871404	75.5763708	0	135.3787743	97.4172486	0	0
2030	159.135130184883	63.7606164495222	0	154.6195476	60.3224244	0	164.3266044	66.7360155	0	5
2031	194.578576620028	49.7681301019156	0	185.3007807	41.4283317	0	203.3281719	57.7223199	0	3
2032	156.088239396102	63.5099762387288	0	151.8461028	59.9757438	0	160.1664372	66.5626752	0	3
2033	147.950665711634	69.1354056625247	0	144.3924699	61.5358065	0	151.6727625	77.8297947	0	5
2034	135.873244970311	51.535441765235	0	126.7117593	38.8282272	0	144.7391505	62.9225289	0	7
2035	138.089945847084	49.9950816849268	0	130.8719265	38.6548869	0	146.6458938	60.1490841	0	1
2036	135.072119551091	102.236487137018	0	126.8850996	98.1106098	0	143.872449	106.4309442	0	0
2037	197.111365394646	55.5907707334458	0	188.5942464	45.9351795	0	206.4482973	63.4425498	0	6
2038	294.959634649849	66.3534553217742	0	282.1980084	55.6422363	0	305.2522683	78.5231559	0	2
2039	317.958278104856	75.7464968427815	0	309.2390952	65.3492931	0	325.7064237	88.403553	0	4
2040	146.734494242873	69.5350366805679	0	143.872449	61.3624662	0	149.5926789	77.3097738	0	3
2041	146.906273508095	69.7135017730371	0	144.2191296	61.8824871	0	149.7660192	76.9630932	0	2
2042	154.431673029479	67.8374837169903	0	143.872449	61.8824871	0	165.8866671	78.5231559	0	6
2043	197.80027459296	58.1759843712556	0	188.0742255	48.7086243	0	207.4883391	65.0026125	0	7
2044	7.13681279460464	107.154191658621	0	0	98.2839501	0	15.0806061	117.6980637	0	0
2045	293.610009344776	79.9656872238806	0	284.1047517	68.8160991	0	302.8255041	89.7902754	0	4
2046	294.372684523761	73.1662803147156	0	284.1047517	62.5758483	0	303.6922056	83.3766843	0	3
2047	317.511822437291	77.5391289497008	0	309.4124355	66.3893349	0	326.2264446	89.2702545	0	5
2048	318.840283336607	74.0491940847125	0	309.4124355	63.7892304	0	326.3997849	85.9767888	0	2
2049	316.359123401225	79.1782124011182	0	309.9324564	66.2159946	0	324.4930416	89.9636157	0	6
2050	306.8236558996	114.841222955667	0	300.7454205	106.0842636	0	313.5726027	124.6316757	0	0
2051	156.030068111688	67.3181044480519	0	145.4325117	60.3224244	0	167.4467298	78.1764753	0	7
2052	294.044400223501	84.8700776538462	0	284.9714532	73.6696275	0	302.9988444	95.5105053	0	5
2053	127.089854545117	87.6132290699091	0	118.7381055	77.4831141	0	137.2855176	100.1906934	0	4
2054	318.343150956386	74.775472271028	0	309.4124355	64.3092513	0	325.7064237	87.0168306	0	3
2055	297.022963715493	59.7272777442254	0	284.4514323	51.4820691	0	307.1590116	69.33612	0	1
2056	128.02251334593	88.0034354055232	0	120.1248279	78.1764753	0	138.4988997	101.5774158	0	6
2057	52.6977714515217	123.059858518235	0	45.4151586	111.8044935	0	60.1490841	135.0320937	0	0
2058	127.397570794771	88.007985728485	0	119.4314667	77.8297947	0	137.6321982	100.7107143	0	5
2059	9.37183583715197	103.668916515307	0	0	94.4704635	0	18.3740718	113.1912159	0	4
2060	294.870579667909	90.8588482704484	0	287.2248771	78.6964962	0	301.612122	101.4040755	0	6
2061	314.855348041502	80.3338212789752	0	309.0657549	66.7360155	0	320.5062147	91.1769978	0	7
2062	126.781659720268	87.526680442754	0	117.5247234	76.9630932	0	136.4188161	99.4973322	0	3
2063	135.406417977715	101.245485371318	0	126.8850996	95.5105053	0	144.0457893	106.2576039	0	4
2064	233.623068939264	128.869935095727	0	224.8223691	117.6980637	0	242.3297394	138.3255594	0	0
2065	10.5323970793478	103.077320802717	0	1.9067433	94.1237829	0	19.067433	112.4978547	0	5
2066	148.95694534591	67.3766275849604	0	144.0457893	59.2823826	0	157.5663327	76.4430723	0	1
2067	11.4694762080716	102.303009795348	0	2.9467851	93.4304217	0	20.4541554	110.2444308	0	6
2068	128.32398514672	88.0502618629732	0	120.2981682	78.003135	0	138.4988997	102.7907979	0	7
2069	135.242208386355	101.571142860857	0	127.0584399	95.8571859	0	143.3524281	106.2576039	0	5
2070	51.2614774802396	123.925777389114	0	43.8550959	113.7112368	0	58.4156811	136.4188161	0	4
2071	131.616453743537	101.706055482444	0	126.3650787	98.4572904	0	138.8455803	105.737583	0	6
2072	279.279877600334	133.652550948924	0	271.1042292	120.1248279	0	285.8381547	148.8993177	0	0
2073	129.3118638	98.6306307	0	129.3118638	98.6306307	0	129.3118638	98.6306307	0	6
2074	200.237842102629	128.752232275329	0	196.7412405	125.1516966	0	204.1948734	132.9520101	0	0
2075	295.529032202145	96.8277154344185	0	288.7849398	84.936747	0	301.612122	107.2976457	0	7
2076	251.857382357471	141.122530450946	0	246.4899066	136.5921564	0	259.4904291	146.6458938	0	0
2077	319.034046157527	74.2075657867788	0	309.5857758	65.0026125	0	327.4398267	85.6301082	0	1
2078	263.126673849839	139.400436469293	0	260.01045	136.5921564	0	265.9040202	141.7923654	0	0
2079	8.94190711847126	104.55821614222	0	0	94.9904844	0	17.5073703	113.5378965	0	3
2080	50.2924119984246	123.83229106459	0	43.8550959	112.1511741	0	57.3756393	137.4588579	0	6
2081	279.392377944296	133.463470985185	0	270.9308889	118.9114458	0	285.8381547	149.5926789	0	4
2082	135.363579709059	101.054498272296	0	127.2317802	94.9904844	0	143.872449	105.9109233	0	3
2083	12.2912734699177	101.6463309604	0	0	93.0837411	0	21.4941972	109.3777293	0	7
2084	226.996109454208	132.925430324312	0	219.2754795	123.9383145	0	235.2227871	141.7923654	0	6
2085	131.295948547997	101.455057941176	0	126.538419	97.070568	0	135.8987952	105.2175621	0	7
2086	126.778570513794	86.6094424725143	0	118.9114458	76.0963917	0	136.5921564	98.6306307	0	1
2087	289.919472674601	157.10720395664	0	277.8645009	138.4988997	0	300.5720802	177.3271269	0	0
2088	229.32008178108	131.506930744664	0	220.8355422	120.2981682	0	237.9962319	141.2723445	0	4
2089	50.926827453226	124.037224576433	0	43.335075	112.671195	0	57.7223199	137.1121773	0	5
2090	51.4792859498559	123.885172983573	0	43.6817556	113.8845771	0	59.1090423	136.7654967	0	3
2091	278.317272486197	136.664681085174	0	268.3307844	125.6717175	0	286.011495	148.8993177	0	6
2092	49.5655978976951	124.037405096693	0	42.9883944	111.9778338	0	55.9889169	137.8055385	0	7
2093	248.108509664474	140.935293916667	0	240.2496558	132.9520101	0	257.4103455	148.3792968	0	4
2094	6.43815962297097	149.242224451644	0	0	138.67224	0	16.8140091	159.473076	0	0
2095	278.802846487844	135.116380862169	0	268.677465	121.6848906	0	286.3581756	149.5926789	0	5
2096	278.888362117282	132.573210740298	0	269.8908471	117.871404	0	285.8381547	148.7259774	0	3
2097	205.864448995993	155.360271473957	0	195.0078375	147.6859356	0	216.5020347	166.406688	0	0
2098	292.954904860094	149.103939818845	0	278.5578621	134.1653922	0	302.8255041	166.2333477	0	6
2099	292.11683822493	151.050126861797	0	278.3845218	135.7254549	0	301.7854623	168.6601119	0	4
2100	228.005782100269	132.517024614938	0	219.9688407	122.5515921	0	236.7828498	141.9657057	0	5
2101	244.005754087235	143.296164046256	0	237.9962319	137.2855176	0	250.9967544	149.4193386	0	6
2102	34.964036228765	174.450888321261	0	24.9610032	164.8466253	0	43.8550959	182.8740165	0	0
2103	7.54630749006298	106.374975540504	0	0	97.2439083	0	15.4272867	116.8313622	0	1
2104	226.069976467348	132.949535670473	0	218.0620974	124.2849951	0	234.7027662	141.4456848	0	7
2105	4.98209804418866	149.309131413195	0	0	139.3656012	0	14.9072658	158.6063745	0	6
2106	79.666039071313	177.360959373858	0	70.2028215	168.4867716	0	89.9636157	186.8608434	0	0
2107	292.64659778868	150.069812137279	0	278.2111815	135.0320937	0	302.3054832	167.4467298	0	5
2108	135.523511727435	102.122880620775	0	127.0584399	97.2439083	0	143.872449	106.6042845	0	1
2109	245.070736761568	142.354263775227	0	238.8629334	136.938837	0	251.8634559	148.7259774	0	5
2110	205.503248209454	149.6461443912	0	192.7544136	143.3524281	0	218.5821183	158.6063745	0	6
2111	176.491270588734	198.071068362838	0	164.1532641	189.2876076	0	184.2607389	205.5815958	0	0
2112	278.068618579631	137.33689269923	0	266.5973814	126.7117593	0	286.3581756	148.5526371	0	7
2113	26.3913764362576	205.73720294777	0	16.6406688	200.2080465	0	36.0547824	211.6485063	0	0
2114	187.061396113937	153.90015411626	0	181.1406135	147.6859356	0	193.1010942	159.2997357	0	6
2115	230.275714659543	130.934634120041	0	221.875584	118.5647652	0	238.6895931	140.9256639	0	3
2116	304.37537675708	135.870416478319	0	297.4519548	131.738628	0	309.9324564	139.0189206	0	3
2117	5.74452434573121	149.363991746521	0	0	139.3656012	0	16.8140091	158.0863536	0	4
2118	185.23913502993	209.040467208803	0	180.6205926	205.4082555	0	189.8076285	213.0352287	0	0
2119	126.538624541858	87.4780436907115	0	117.871404	77.1364335	0	135.8987952	99.4973322	0	2
2120	293.307152292187	148.079138859328	0	278.5578621	133.2986907	0	302.9988444	164.8466253	0	7
2121	306.604123988797	167.753440407884	0	297.1052742	158.6063745	0	316.3460475	175.9404045	0	6
2122	249.369868659144	140.583600971926	0	241.6363782	133.2986907	0	258.6237276	148.3792968	0	3
2123	5.31084151596464	149.565246122413	0	0	139.5389415	0	15.7739673	158.7797148	0	5
2124	52.1691836038457	123.305742703566	0	44.3751168	112.3245144	0	59.6290632	135.3787743	0	1
2125	243.00553166502	144.169505922925	0	236.7828498	138.1522191	0	249.9567126	151.1527416	0	7
2126	205.710591305843	151.822987998375	0	193.2744345	144.7391505	0	218.0620974	162.5932014	0	4
2127	305.80267509287	122.951020176108	0	299.7053787	114.9246189	0	312.3592206	131.0452668	0	1
2128	185.613983559657	152.163769358369	0	181.1406135	145.9525326	0	190.8476703	157.2196521	0	4
2129	4.72978662511013	149.458610159471	0	0	139.8856221	0	15.2539464	158.6063745	0	7
2130	291.659895319814	152.65696627411	0	278.7312024	136.2454758	0	301.7854623	171.9535776	0	3
2131	205.58755757807	150.655435288129	0	192.7544136	143.5257684	0	218.2354377	160.3397775	0	5
2132	232.300866514041	129.60934111413	0	223.9556676	117.871404	0	240.2496558	139.0189206	0	1
2133	186.0076335665	152.930091139417	0	180.6205926	146.8192341	0	192.0610524	157.9130133	0	5
2134	135.537840694915	101.636464691563	0	127.2317802	95.1638247	0	144.0457893	106.6042845	0	2
2135	252.09661964062	215.579940093361	0	243.5431215	206.9683182	0	261.5705127	223.9556676	0	0
2136	86.1801675262617	170.436740298615	0	76.0963917	161.8998402	0	95.5105053	180.9672732	0	4
2137	308.281107979882	158.55457754645	0	302.4788235	154.6195476	0	312.8792415	162.5932014	0	5
2138	6.40661779379545	149.118815922992	0	0	139.1922609	0	16.4673285	157.9130133	0	3
2139	89.459486512829	167.581494671664	0	79.2165171	159.6464163	0	98.2839501	175.4203836	0	6
2140	30.7485037430876	191.418871663825	0	20.800836	180.7939329	0	40.2149496	199.8613659	0	4
2141	8.30434068810916	105.444582703431	0	0	95.8571859	0	16.9873494	115.2712995	0	2
2142	87.5982402397769	168.825313921895	0	77.4831141	159.8197566	0	96.8972277	178.540509	0	5
2143	180.129115656	195.288032856	0	170.7401955	185.9941419	0	187.7275449	202.6348107	0	6
2144	103.548508853212	217.652860562115	0	92.3903799	208.7017212	0	120.9915294	225.8624109	0	0
2145	205.547800430553	148.677744135378	0	193.1010942	141.9657057	0	218.5821183	157.5663327	0	7
2146	205.715363434047	152.873686154616	0	193.1010942	145.2591714	0	217.7154168	163.8065835	0	3
2147	187.751234263873	153.99575154104	0	182.3539956	146.6458938	0	192.7544136	159.9930969	0	7
2148	278.883279350331	132.963675267769	0	270.0641874	119.0847861	0	285.6648144	149.072658	0	1
2149	179.74854192668	195.012712695938	0	170.0468343	185.9941419	0	186.6875031	203.1548316	0	4
2150	196.600795655162	138.103302024189	0	191.7143718	133.472031	0	200.5547271	142.6590669	0	1
2151	28.4709633492191	199.405325716886	0	19.067433	188.940927	0	39.1749078	208.3550406	0	6
2152	84.6655125204525	172.043576255314	0	73.4962872	163.8065835	0	94.4704635	180.6205926	0	3
2153	268.183460731	234.741731200346	0	259.3170888	224.6490288	0	276.8244591	242.5030797	0	0
2154	252.620708556731	140.473827558566	0	245.4498648	135.7254549	0	263.8239366	147.5125953	0	1
2155	248.858866138852	209.107606446568	0	241.1163573	201.5947689	0	255.3302619	216.8487153	0	4
2156	250.063315697005	207.579301195185	0	242.67642	198.3013032	0	256.1969634	217.5420765	0	6
2157	28.9654789028558	195.295545270945	0	19.067433	184.6074195	0	39.3482481	203.5015122	0	5
