label_id	anchor_x	anchor_y	anchor_z	bb_min_x	bb_min_y	bb_min_z	bb_max_x	bb_max_y	bb_max_z	timepoint
66	251.8573823574708	141.12253045094644	0.0	246.4899066	136.5921564	0.0	259.49042910000003	146.6458938	0.0	0
3	205.86444899599348	155.36027147395748	0.0	195.0078375	147.6859356	0.0	216.5020347	166.406688	0.0	0
69	52.69777145152165	123.05985851823463	0.0	45.4151586	111.8044935	0.0	60.1490841	135.0320937	0.0	0
7	37.36429576530556	262.3697117154015	0.0	24.9610032	249.2633514	0.0	46.6285407	273.7043337	0.0	0
72	26.39137643625765	205.73720294777033	0.0	16.6406688	200.2080465	0.0	36.0547824	211.6485063	0.0	0
10	250.7837369955931	266.7964130051524	0.0	237.476211	258.7970679	0.0	262.0905336	273.3576531	0.0	0
75	73.59717622607552	319.95016200497304	0.0	62.9225289	310.279137	0.0	82.6833231	326.9198058	0.0	0
13	79.666039071313	177.3609593738581	0.0	70.2028215	168.4867716	0.0	89.9636157	186.8608434	0.0	0
79	333.8728845335761	321.08868860191643	0.0	328.99988940000003	314.9593251	0.0	337.1468835	328.4798685	0.0	0
16	129.24549310780074	280.31860995906544	0.0	120.4715085	269.5441665	0.0	139.1922609	286.8781965	0.0	0
82	185.23913502992957	209.04046720880282	0.0	180.6205926	205.4082555	0.0	189.8076285	213.0352287	0.0	0
20	113.50729017787943	46.51561063130167	0.0	104.1775203	31.8946152	0.0	120.1248279	63.7892304	0.0	0
85	233.62306893926447	128.86993509572744	0.0	224.8223691	117.6980637	0.0	242.3297394	138.3255594	0.0	0
23	191.34501870588008	45.39800285519115	0.0	183.3940374	36.401463	0.0	199.8613659	53.5621527	0.0	0
89	289.9194726746009	157.10720395664026	0.0	277.8645009	138.4988997	0.0	300.5720802	177.3271269	0.0	0
26	34.96403622876498	174.4508883212611	0.0	24.9610032	164.8466253	0.0	43.8550959	182.8740165	0.0	0
92	252.09661964062047	215.5799400933612	0.0	243.5431215	206.9683182	0.0	261.5705127	223.9556676	0.0	0
30	138.27203137622882	49.649937703637875	0.0	130.52524590000002	37.9615257	0.0	145.9525326	59.802403500000004	0.0	0
95	6.438159622970971	149.24222445164395	0.0	0.0	138.67224	0.0	16.8140091	159.473076	0.0	0
33	324.4825557045585	280.1592968756164	0.0	316.6927281	269.3708262	0.0	332.1200148	289.6516413	0.0	0
98	103.54850885321206	217.65286056211485	0.0	92.3903799	208.7017212	0.0	120.9915294	225.86241090000001	0.0	0
36	235.07806153750383	276.1373323958807	0.0	228.6358557	270.2375277	0.0	241.46303790000002	281.67798750000003	0.0	0
102	268.18346073100014	234.74173120034584	0.0	259.3170888	224.6490288	0.0	276.8244591	242.5030797	0.0	0
39	149.35470752134256	65.36794884188252	0.0	143.3524281	56.5089378	0.0	159.2997357	76.4430723	0.0	0
43	318.349393280509	74.92836548160622	0.0	309.5857758	66.2159946	0.0	326.5731252	85.4567679	0.0	0
46	126.60294522236543	85.95105278123579	0.0	117.871404	75.5763708	0.0	135.3787743	97.41724860000001	0.0	0
240	299.65529560809273	51.84313233457604	0.0	288.2649189	44.0284362	0.0	309.4124355	61.0157856	0.0	0
49	7.136812794604638	107.1541916586207	0.0	0.0	98.2839501	0.0	15.0806061	117.6980637	0.0	0
243	306.8236558996	114.84122295566667	0.0	300.7454205	106.0842636	0.0	313.5726027	124.6316757	0.0	0
53	279.27987760033386	133.65255094892433	0.0	271.1042292	120.1248279	0.0	285.8381547	148.8993177	0.0	0
246	66.58553769139534	295.7099135790698	0.0	60.8424453	290.1716622	0.0	72.28290510000001	301.612122	0.0	0
56	263.1480444270952	308.05357891830755	0.0	255.8502828	296.5852533	0.0	271.1042292	319.6395132	0.0	0
249	200.23784210262895	128.75223227532862	0.0	196.7412405	125.15169660000001	0.0	204.1948734	132.9520101	0.0	0
59	135.0721195510909	102.23648713701817	0.0	126.8850996	98.1106098	0.0	143.872449	106.4309442	0.0	0
253	263.1266738498393	139.4004364692926	0.0	260.01045	136.5921564	0.0	265.9040202	141.7923654	0.0	0
62	176.49127058873407	198.0710683628384	0.0	164.1532641	189.2876076	0.0	184.2607389	205.5815958	0.0	0
66	252.6207085567308	140.47382755856646	0.0	245.4498648	135.7254549	0.0	263.8239366	147.51259530000002	0.0	1
3	205.66943243923282	154.41020944227458	0.0	194.83449720000002	146.8192341	0.0	216.675375	165.5399865	0.0	1
69	52.16918360384567	123.30574270356551	0.0	44.3751168	112.3245144	0.0	59.629063200000004	135.3787743	0.0	1
7	38.10596820675422	261.2781122529081	0.0	25.6543644	246.8365872	0.0	47.3219019	273.0109725	0.0	1
72	23.341821290386264	206.79606902635192	0.0	12.8271822	201.5947689	0.0	33.4546779	212.1685272	0.0	1
10	251.56675015127462	269.5423442629435	0.0	238.1695722	263.477256	0.0	263.477256	274.9177158	0.0	1
75	72.05451879856568	319.6000120592493	0.0	61.8824871	309.9324564	0.0	81.8166216	326.9198058	0.0	1
13	81.54875128289152	175.16218696548657	0.0	71.7628842	167.1000492	0.0	91.3503381	183.74071800000002	0.0	1
79	333.4371527753411	322.0456444652456	0.0	328.3065282	315.9993669	0.0	337.1468835	328.99988940000003	0.0	1
16	128.4014434199879	280.5296777952295	0.0	119.25812640000001	269.89084710000003	0.0	136.7654967	287.2248771	0.0	1
82	185.5253864313096	209.4355234587164	0.0	180.9672732	205.92827640000002	0.0	190.5009897	213.9019302	0.0	1
20	112.7290092086777	45.1730142753719	0.0	103.3108188	31.374594300000002	0.0	119.0847861	62.0558274	0.0	1
85	232.30086651404105	129.60934111413025	0.0	223.9556676	117.871404	0.0	240.2496558	139.0189206	0.0	1
23	192.2666762797817	46.89296574183992	0.0	183.5673777	37.7881854	0.0	201.4214286	54.7755348	0.0	1
89	290.4775014497949	156.38652699473334	0.0	280.6379457	137.9788788	0.0	300.91876080000003	177.3271269	0.0	1
26	34.36076030472255	179.45428047520662	0.0	24.267642000000002	169.70015370000002	0.0	41.7750123	188.0742255	0.0	1
92	250.92506023263485	213.8688818088973	0.0	241.9830588	205.92827640000002	0.0	259.6637694	221.875584	0.0	1
30	138.0899458470839	49.99508168492677	0.0	130.8719265	38.6548869	0.0	146.6458938	60.1490841	0.0	1
95	6.618285942876284	148.98365238816436	0.0	0.0	138.67224	0.0	17.5073703	158.7797148	0.0	1
33	324.4603974757062	280.5793871631899	0.0	316.5193878	270.9308889	0.0	333.50673720000003	289.3049607	0.0	1
98	102.04797111041114	217.22886467808357	0.0	91.0036575	207.6616794	0.0	119.95148760000001	226.0357512	0.0	1
36	235.49513946791188	280.0068475387931	0.0	229.3292169	274.3976949	0.0	241.46303790000002	285.4914741	0.0	1
102	266.0301837498024	233.35472971393278	0.0	257.5836858	223.2623064	0.0	274.5710352	241.6363782	0.0	1
39	148.9569453459103	67.37662758496043	0.0	144.0457893	59.2823826	0.0	157.5663327	76.4430723	0.0	1
105	63.51426076359974	299.15241266574884	0.0	58.0690005	293.1184473	0.0	69.5094603	305.078928	0.0	1
43	319.03404615752703	74.20756578677884	0.0	309.5857758	65.0026125	0.0	327.4398267	85.6301082	0.0	1
46	126.77857051379354	86.60944247251425	0.0	118.9114458	76.0963917	0.0	136.5921564	98.6306307	0.0	1
49	7.546307490062981	106.37497554050385	0.0	0.0	97.2439083	0.0	15.4272867	116.8313622	0.0	1
53	278.88327935033055	132.9636752677686	0.0	270.0641874	119.0847861	0.0	285.6648144	149.072658	0.0	1
56	263.36018730055383	304.6658277122627	0.0	254.9835813	294.1584891	0.0	271.6242501	315.3060057	0.0	1
59	135.5235117274354	102.12288062077535	0.0	127.0584399	97.2439083	0.0	143.872449	106.6042845	0.0	1
62	177.1666637025493	197.29191788006375	0.0	165.8866671	188.2475658	0.0	184.7807598	205.4082555	0.0	1
255	291.1328337525462	94.6141658141394	0.0	191.7143718	51.482069100000004	0.0	312.3592206	142.6590669	0.0	1
