	LABEL_x	TRACK_ID	label_id	TARGET_ID	DIRECTIONAL_CHANGE_RATE	SPEED	DISPLACEMENT	EDGE_X_LOCATION	EDGE_Y_LOCATION	LABEL_y	POSITION_X	POSITION_Y	POSITION_T	FRAME	ELLIPSE_ASPECTRATIO	AREA	PERIMETER	CIRCULARITY	SOLIDITY	anchor_x	anchor_y	anchor_z	bb_min_x	bb_min_y	bb_min_z	bb_max_x	bb_max_y	bb_max_z	timepoint
37	ID5769 ? ID5785	0	5770	5785	0.064954958616272	149.772888157465	832.737258155504	252261.292105858	217405.245222498	ID5769	251979.113384269	217099.078594071	105.64	19	1.17396827546438	78221684.1203338	70503.6379999999	0.197748852323816	0.836042127161619	251.979759561213	217.099635324417	0	245.8274744	211.5114564	0	257.5261169	222.8981351	0	19
38	ID6399 ? ID6400	0	6400	6400	0.086544424284794	238.496704424596	1326.04167660075	256439.664842076	197459.530419817	ID6399	256680.5022303	198077.263359244	227.96	41	1.38600785405462	174155774.473826	122913.422	0.144860214218323	0.878875314629504	256.681160463495	198.077771309905	0	248.9471124	189.2060447	0	263.9213748	207.9238727	0	41
39	ID6291 ? ID6298	0	6292	6298	0.015132965521726	245.836328962566	1366.84998903187	256089.656521846	199229.80538315	ID6291	255872.797928544	199877.911912696	211.28	38	1.19266809448674	211818967.947628	125721.089	0.168406342272612	0.846845970526725	255.873454090466	199.878424480956	0	248.011221	190.1419361	0	265.16923	210.575565	0	38
40	ID6372 ? ID6399	0	6373	6399	0.216401654634628	75.5970406334982	420.31954592225	256657.547984482	198286.165807219	ID6372	256634.593738664	198495.068255195	222.4	40	1.49478552506753	180286992.016073	125097.163	0.144770253686857	0.856498873027797	256.63525185413	198.495577277274	0	249.57104	188.8940809	0	263.4534291	209.015746	0	40
41	ID6459 ? ID6495	0	6460	6495	0.037322480353833	193.455312444627	1075.61153719213	255664.563642907	193884.774890689	ID6459	255629.215971316	194421.41777646	244.64	44	1.26498454661133	144278254.069542	104507.605	0.166002623620294	0.87598788684541	255.6298715086	194.421916352057	0	248.011221	188.4261352	0	264.5453024	201.8405786	0	44
42	ID5626 ? ID5721	0	5627	5721	0.253726492827054	138.167874825642	768.213384030569	251197.570628535	215178.905892235	ID5626	251301.787487205	214809.207640657	83.4	15	1.19101810597058	158949381.759919	109187.05	0.167543059640018	0.866101020814001	251.3024319272	214.809758498837	0	243.6437278	206.5200356	0	258.3060264	222.8981351	0	15
43	ID6000 ? ID6035	0	6001	6035	0.050425409002824	112.221159767728	623.94964830857	254380.506941243	214301.420926055	ID6000	254282.416013466	214597.573692029	155.68	28	1.24032101600174	133062018.803765	105443.494	0.150391882483829	0.847447121716898	254.283068097056	214.598124007533	0	247.5432753	206.8319994	0	262.5175377	222.4301894	0	28
44	ID5540 ? ID5564	0	5541	5564	0.02716937211529	231.232329525388	1285.65175216116	252412.066219347	215860.671402885	ID5540	252488.960844237	216498.881653212	66.72	12	1.05132605817183	198558993.501102	107939.198	0.214161328861191	0.902915306743375	252.489608328636	216.499436844406	0	243.9556916	208.3918184	0	260.3337911	225.8617912	0	12
45	ID6250 ? ID6291	0	6251	6291	0.014676823388258	308.439492522476	1714.92357842496	255670.015097179	200711.050462557	ID6250	255467.232265815	201544.189012417	205.72	37	1.20030067286381	220991464.032657	128528.756	0.168106596242317	0.851424821897263	255.467887387647	201.54470585365	0	247.2313115	192.0137189	0	265.0132481	212.6033297	0	37
46	ID6082 ? ID6085	0	6083	6085	0.08541047819105	259.972269658851	1445.44581930321	254476.55893574	212710.339473695	ID6082	254633.158670694	213415.892396691	166.8	30	1.34340075801082	125738620.072748	111682.754	0.126679495285353	0.842173877617533	254.633811653638	213.416439681811	0	248.1672029	205.2721804	0	262.6735196	220.7143885	0	30
47	ID5430 ? ID5517	1	5431	5517	0.05390598287856	179.616933455181	998.670150010805	123729.159307932	132063.827943574	ID5430	124132.440649991	132358.27603115	44.48	8	1.29347378210968	169922314.742274	122601.459	0.142059081591147	0.792960544990065	124.132758976045	132.358615451589	0	115.5825879	125.5654295	0	133.6764883	142.4114747	0	8
48	ID5469 ? ID5489	1	5470	5489	0.150066487037362	167.68273634755	932.316014092378	120975.430551144	130981.183889869	ID5469	121383.668602557	131206.228287514	61.16	11	1.42755508483835	192646748.013936	139759.424	0.123939386515087	0.792473602562178	121.383979879641	131.206564753637	0	112.306968	123.8496286	0	131.9606874	140.0717462	0	11
49	ID5489 ? ID5527	1	5490	5527	0.010737703439691	346.513784795108	1926.6166434608	119752.825671233	130241.581826497	ID5489	120567.192499731	130756.139492223	66.72	12	1.49178434673918	183133628.732116	138511.572	0.119951545651582	0.808789555686884	120.567501683048	130.756474804145	0	111.3710766	123.5376648	0	130.8688141	138.5119272	0	12
50	ID5663 ? ID5723	1	5664	5723	0.006285258670782	262.538405488136	1459.71353451404	115625.486457926	130542.221131929	ID5663	116331.251481165	130728.195949266	94.52	17	1.47011512173457	176953750.733184	102947.79	0.209814539665367	0.884900839518189	116.331549801801	130.728531189523	0	107.1595653	123.6936467	0	125.8773933	138.3559453	0	17
51	ID5766 ? ID5839	1	5767	5839	0.058305223238032	374.836717750696	2084.09215069387	110417.60451718	129421.904065775	ID5766	111458.770344934	129379.081848846	116.76	21	1.3211160013026	152355889.87917	111994.717	0.152641996855854	0.824652663462172	111.459056170553	129.379413629432	0	103.2600178	122.4457915	0	119.4821354	136.6401444	0	21
52	ID5733 ? ID5766	1	5734	5766	0.07084880866102	313.940119620424	1745.50706508956	112296.790198254	129622.847010448	ID5733	113134.810051574	129866.61217205	111.2	20	1.26675264833016	157319256.460989	97332.456	0.208677865077576	0.866756032171582	113.13510017524	129.866945202861	0	105.4437644	123.6936467	0	121.1979363	137.264072	0	20
53	ID5226 ? ID5229	1	5227	5229	0.019099833266436	499.420871229642	2776.78004403681	126067.229759454	137251.503390723	ID5226	125633.253612627	138570.325424671	11.12	2	1.23834835309297	96566676.2903903	109810.976	0.100634210696167	0.709319989277098	125.633575787377	138.570680775334	0	119.7940992	131.3367598	0	132.4286331	145.5311127	0	2
54	ID5599 ? ID5606	1	5600	5606	0.330542753972455	220.768829802469	1227.47469370173	118119.085680619	129868.659810826	ID5599	118331.870433979	129292.989610402	77.84	14	1.61529428614469	180384312.929442	118545.94	0.161300331950934	0.837692785718322	118.332173885015	129.293321170205	0	109.0313481	122.9137372	0	127.905158	137.264072	0	14
55	ID5279 ? ID5265	1	5280	5265	0.276515482088801	1.77441054711607	9.86572264196536	125226.967885735	136219.280174024	ID5279	125231.684694765	136220.724069238	27.8	5	1.09979626558146	138293017.897349	119169.866	0.122370635693953	0.737990132433134	125.232005839726	136.221073394564	0	117.9223164	128.8410494	0	133.5205064	145.3751308	0	5
56	ID5713 ? ID5733	1	5714	5733	0.151745230082848	187.542119725448	1042.73418567349	113541.19565835	130193.222619063	ID5713	113947.581265127	130519.833066077	105.64	19	1.36180043216513	163669446.058316	106067.42	0.182815690144451	0.837994394269698	113.947873473064	130.520167772008	0	105.5997463	123.6936467	0	122.7577553	137.7320177	0	19
57	ID5446 ? ID5469	1	5447	5469	0.190860137958672	180.629438025081	1004.29967541945	121858.632201351	131043.243504996	ID5446	122333.595800145	130880.258722477	55.6	10	1.28720668046922	187172446.636929	125721.089	0.148811163692075	0.808173127429351	122.333909513233	130.880594352684	0	113.7108051	123.6936467	0	132.1166693	140.6956738	0	10
58	ID5332 ? ID5430	1	5333	5430	0.138657990772032	408.561124493022	2271.5998521812	124811.11415804	133269.014051428	ID5332	125489.787666089	134179.752071706	38.92	7	1.31551743231157	177610666.898425	122289.496	0.149245277821777	0.781166399143929	125.490109472945	134.180096163164	0	117.1424069	127.2812304	0	135.3922892	144.5952213	0	7
59	ID5670 ? ID5663	1	5671	5663	0.192305970416906	184.904158232999	1028.06711977548	116823.437560392	130876.463828813	ID5670	117315.62363962	131024.731708359	88.96	16	1.46968560086299	181576494.118212	111370.791	0.183961474579954	0.854232244033652	117.315924484591	131.025067709058	0	108.5634024	124.3175743	0	126.9692666	138.5119272	0	16
60	ID5723 ? ID5713	1	5724	5713	0.07632450184119	177.303571732337	985.807858831789	114433.651349907	130438.039690334	ID5723	114919.721434687	130356.246314592	100.08	18	1.42919022450625	167440631.451364	126345.015	0.131811861862551	0.812227074235808	114.920016135586	130.356580601017	0	105.9117101	123.225701	0	124.0056105	138.5119272	0	18
61	ID5276 ? ID5279	1	5277	5279	0.417104073906694	308.00164963211	1712.48917195453	125509.492618843	135410.799660213	ID5276	125787.300542922	134600.875251188	22.24	4	1.03912792739353	153037136.272753	125409.126	0.122278024003612	0.784974416573069	125.787623112719	134.601220422576	0	117.7663345	127.4372123	0	133.9884521	144.2832575	0	4
62	ID5606 ? ID5670	1	5607	5670	0.079157969303671	148.940605785965	828.109768169967	117610.96228344	130734.530859805	ID5606	117906.300927259	130444.330011251	83.4	15	1.51239923608125	181625154.574896	129152.682	0.1368292676553	0.807507166423278	117.906603286966	130.444664523563	0	108.4074205	123.5376648	0	127.4372123	138.5119272	0	15
63	ID5262 ? ID5314	1	5263	5314		272.973500313492	1517.73266174302	124857.011477111	142552.657022689	ID5262	124774.549280853	143307.029672193	0	0	1.24700276964973	66275542.0042891	106691.346	0.073165233647777	0.65089605734767	124.774869253524	143.307397169677	0	118.0782983	136.3281806	0	129.3089951	149.1186964	0	0
64	ID5839 ? ID5838	1	5840	5838	0.035389346765364	514.282161732582	2859.40881923316	107964.019969823	129243.077778549	ID5839	109376.438689426	129464.726282704	122.32	22	1.31355887292059	140069124.566333	101076.012	0.172288417416518	0.824430760418158	109.376719175091	129.465058282908	0	102.0121626	122.1338277	0	116.5184793	136.9521082	0	22
65	ID5265 ? ID5332	1	5266	5332	0.252564661604987	369.706617408728	2055.56879279252	125356.019371398	135198.794175258	ID5265	125222.251076706	136217.836278809	33.36	6	1.1301868924313	150360811.155105	116986.125	0.138062525149759	0.794701986754966	125.222572197476	136.218185596731	0	117.6103526	128.6850675	0	133.3645245	144.7512032	0	6
66	ID5229 ? ID5276	1	5230	5276	0.145677577309779	271.77731194343	1511.08185440547	126144.253224601	135266.778303982	ID5229	126501.205906281	135932.681356776	16.68	3	1.12016403047214	144983830.691468	102947.79	0.171907719217094	0.828329163191548	126.501530306813	135.933029943447	0	118.8582078	129.1530132	0	134.3004159	143.9712937	0	3
67	ID5517 ? ID5446	1	5518	5446	0.017978065034955	239.631549017827	1332.35141253912	122829.736883008	131324.819289237	ID5517	123325.877965872	131769.379855998	50.04	9	1.18253716850179	186783162.983453	133520.164	0.131660007433012	0.789286999434535	123.326194223577	131.769717766276	0	114.8026784	124.78552	0	133.8324702	141.7875471	0	9
68	ID5838 ? ID5890	1	5839	5890	0.124064520816548	473.503569546022	2632.67984667589	105678.355870672	128036.445365454	ID5838	106551.601250221	129021.429274394	127.88	23	1.64886645535655	111724408.547612	113554.532	0.108880218763467	0.744729159909178	106.551874491855	129.021760137805	0	97.3327056	122.2898096	0	113.5548232	135.3922892	0	23
69	ID5314 ? ID5226	1	5315	5226	0.018494192174857	593.826214736329	3301.67375393399	125286.363642997	140184.304898928	ID5314	124939.473673368	141798.284373186	5.56	1	1.37876373216894	66664825.657765	97956.382	0.087305406617267	0.673963842085845	124.939794068978	141.798648001642	0	118.7022259	134.6123797	0	128.9970313	148.0268231	0	1
70	ID5527 ? ID5599	1	5528	5599	0.010353505609393	134.150899993125	745.879003961772	118635.164638357	129510.006885586	ID5527	118938.458842735	129727.024160771	72.28	13	1.74270212585156	159046702.673288	128216.793	0.121575121959475	0.798948912246395	118.938763849319	129.727356833624	0	109.9672395	123.225701	0	128.2171218	137.7320177	0	13
71	ID6110 ? ID6107	2	6111	6107	0.075483804073261	243.710855937299	1355.03235901138	219217.482622476	108883.507824924	ID6110	219646.420913336	108359.065153009	177.92	32	1.17478769716605	242572376.572233	115738.273	0.227560674190759	0.886971220141454	219.646984176088	108.359343029719	0	210.1076193	100.2963617	0	231.0091939	117.6103526	0	32
72	ID6056 ? ID6110	2	6057	6110	0.047290919106406	249.965730699141	1389.80946268722	220267.370408188	108047.112735985	ID6056	220888.31990304	107735.160318962	172.36	31	1.06126935779521	240625958.304852	114178.458	0.231944454477613	0.882208643682262	220.888886350516	107.735436595723	0	211.6674383	98.7365427	0	231.4771396	116.6744612	0	31
73	ID6141 ? ID6162	2	6142	6162	0.033933922654224	434.086110407745	2413.51877386706	215021.446511104	113648.285000726	ID6141	215704.870036499	112653.69940718	194.6	35	1.20521912101465	233399880.487204	104195.642	0.270153988363573	0.928789272401607	215.705423191494	112.653988297071	0	205.896108	104.3518911	0	224.613936	121.9778458	0	35
74	ID5474 ? ID5419	2	5475	5419	0.032789673898867	280.653531674286	1560.43363610903	255052.970944966	91606.1903938475	ID5474	255254.091255447	90852.3410031285	50.04	9	1.45086524230496	322837799.873316	145374.758	0.191962427565819	0.763595557345918	255.254745830741	90.8525739854774	0	243.4877459	81.110588	0	274.8401078	101.8561807	0	9
75	ID5695 ? ID5687	2	5696	5687	0.024546320046245	300.456559007751	1670.53846808309	242644.030949278	100600.824070038	ID5695	243371.543876674	100190.458825642	100.08	18	1.6438709424516	235759912.636402	130712.497	0.173398606827741	0.820282739354948	243.372167980289	100.190715754727	0	233.8168681	88.5977192	0	254.250497	110.9031309	0	18
76	ID5223 ? ID5227	2	5224	5227	0.000418607703517	268.754541738228	1494.27525206455	259861.10767842	87391.0289415634	ID5223	260580.273127234	87188.5056355808	22.24	4	1.31735247273307	282814574.250314	118233.977	0.254230150203129	0.907983127636307	260.580941361029	87.1887292223675	0	250.5069314	78.4588957	0	274.0601983	97.0207418	0	4
77	ID5252 ? ID5187	2	5253	5187	0.093642787881446	373.976855568419	2079.31131696041	266003.71474269	85083.8013658091	ID5252	266953.344902943	84660.6152992283	5.56	1	1.41677254766205	321377986.17278	119169.866	0.284376095510453	0.877761903179719	266.954029479885	84.6608324034749	0	255.6543341	73.9354206	0	280.1434924	94.6810133	0	1
78	ID6331 ? ID6349	2	6332	6349	0.004751103454169	310.412656441084	1725.89436981243	206828.137734227	121119.123125393	ID6331	207592.940012008	120719.429092615	222.4	40	1.33775399423619	223959751.890411	115426.31	0.211237110126326	0.908014796547472	207.593472364726	120.719738666323	0	198.7209406	112.1509861	0	215.8789496	131.024796	0	40
79	ID5831 ? ID5830	2	5832	5830	0.050067538681376	338.30539318628	1880.97798611572	236918.594596479	104154.2696778	ID5831	237780.007651123	103776.795049048	122.32	22	1.41331286073311	308799258.119837	140383.35	0.196904167700551	0.751828925154755	237.780617415758	103.777061174953	0	227.4216102	89.3776287	0	251.130859	115.426606	0	22
80	ID6349 ? ID6350	2	6350	6350	0.020513788438815	286.882865877537	1595.0687342791	205403.13986125	121966.257481402	ID6349	206063.335456446	121518.817158171	227.96	41	1.31820025191611	243034650.910735	114802.384	0.231726791534058	0.914701707797262	206.063863886645	121.51912878184	0	196.8491578	112.306968	0	214.6310944	132.2726512	0	41
