	TRACK_ID	SOURCE_ID	TARGET_ID	EDGE_X_LOCATION	EDGE_Y_LOCATION	SPLITTING_EVENT	LINEAGE	POSITION_X	POSITION_Y	FRAME
43	0	2246	2185	205682.34864772914	152325.65384592873	False		205684.734356568	152850.92470452507	3
44	0	2847	2908	195602.73798384302	134318.06658343872	False		195486.45142638727	134834.15821687446	23
45	0	2178	2246	205653.63308543904	153177.65023394144	False		205622.53181431012	153504.3757633578	2
46	0	2047	2553	205001.50095294957	148279.9185860972	False		205517.19630162598	148655.6074214807	7
47	0	2722	2648	197586.97811450993	139732.4799751349	False		197971.97937547183	140054.94255437644	18
48	0	2826	2807	195580.1671217205	136501.7882249296	False		195763.53526470024	137014.2172051446	21
49	0	3354	3343	187814.48078980192	128078.1678170998	False		188437.86624018333	127718.52056568238	37
50	0	2807	2847	195441.62520256403	135411.75873079454	False		195396.7989787408	135989.3592447146	22
51	1	3374	3403	59419.80334431289	298417.43513075786	False		60113.8774069535	297793.0019367435	36
52	1	2669	2818	63518.30590164098	282170.5500090702	False		63179.53999612928	281603.75834267493	19
53	1	2861	2886	66100.24610080311	285983.45131821116	False		65539.41629097595	285339.4175674708	22
54	1	3175	3206	66293.20133297547	291121.18504290725	False		66618.6790093166	291130.9167079296	31
55	1	2489	2435	51947.292641125845	271706.58047025016	False		51336.553494311665	271365.87848570966	10
56	1	2720	2744	61416.028872008304	279269.6418143485	False		60671.14740186833	278659.27185381245	17
57	1	3167	3159	66722.82968372204	290621.0643626532	False		66764.57349473232	290535.7178986022	29
58	1	2189	2180	37729.51358076332	261784.92887296318	False		37358.732574055226	262330.64733977977	0
59	1	2180	2227	38559.73985916938	260940.00808032014	False		38100.29458747142	261239.21040614657	1
60	1	2401	2552	58676.933419356545	276354.8180147002	False		57894.064085404476	275555.1569127486	15
61	1	3687	3693	59667.31818389904	312143.9744660947	False		58793.21976522193	310318.15012935176	44
62	1	3206	3253	65022.73154368534	293007.4874962473	False		65967.72365663435	291111.4533778849	32
63	1	3506	3542	55098.78195332312	306912.2274673191	False		54488.79916320766	306613.0593668916	41
64	1	2886	2924	67005.31800097626	287212.1981044579	False		66661.07591063026	286627.4850689515	23
65	1	2268	2129	43410.19645560374	260703.7361061466	False		43140.93681163645	261155.24589534735	6
66	1	2158	2268	42487.076392477655	260979.88748075144	False		41833.21597331887	260804.5290661555	5
67	1	2435	2391	53145.99160430453	272422.9983261163	False		52558.031787940025	272047.28245479066	11
68	1	2628	2489	50341.96126045573	270550.7655904006	False		49347.369026599794	269735.65269509156	9
69	1	3272	3319	62031.55954337171	296213.8961603198	False		62878.12416397203	296055.67824403645	34
70	1	2578	2628	46667.9348835192	266879.4191969696	False		43988.500740438605	264023.1856988477	8
71	1	2552	2720	60065.475077588475	277906.8754852321	False		59459.80275330862	277154.4791166518	16
72	1	3000	3088	67911.66584162827	289841.6559192075	False		68071.17310515723	289594.8555414227	26
73	1	2225	2158	41337.10149998644	260735.07072838888	False		40840.98702665402	260665.61239062226	4
74	1	3403	3399	58219.94850071454	299852.78417507996	False		58725.72928167228	299041.86832477216	37
75	1	3253	3272	63477.93179735418	295479.59992932307	False		64077.73943073632	294903.5216146097	33
76	1	3090	3167	67010.98459906137	290396.57142829127	False		67257.3957033904	290257.4249579804	28
77	1	3319	3374	60649.43616486245	297082.55800667335	False		61184.994922771395	296372.1140766032	35
78	1	2924	2981	67691.06034712234	288353.8397071516	False		67349.56009132227	287796.91113996424	24
79	1	2877	2861	65162.95360482075	284581.1585970085	False		64786.490918665564	283822.8996265462	21
80	1	2818	2877	64321.781362909125	283280.1206510058	False		63857.071807152686	282737.34167546546	20
81	1	2391	2356	54393.63280584965	273249.269719896	False		53733.95142066904	272798.71419744194	12
82	1	3681	3712	62052.20128715192	314308.6090018867	False		61690.90004580829	314129.2109321609	46
83	1	2590	2401	57062.46448995957	275047.90410785086	False		56230.86489451468	274540.6513029532	14
84	1	3457	3506	54790.93931668969	305320.4090557592	False		55093.07947017173	304027.75874462683	40
85	1	3576	3687	57698.97731612509	309537.85962092155	False		56604.73486702825	308757.5691124913	43
86	1	3088	3090	67504.77714074487	290172.9406274863	False		67752.15857809933	290088.45629699226	27
87	1	2269	2225	40413.21029327881	260623.1336058942	False		39985.4335599036	260580.65482116613	3
88	1	3712	3746	61418.1923774644	314688.73157677037	False		62413.50252849555	314488.00707161246	47
89	1	3693	3681	61116.15832419222	314049.5048674992	False		60541.41660257616	313969.7988028376	45
90	1	2744	2669	62670.22516913878	280741.88505877974	False		62160.91034214828	279880.0117748846	18
91	1	3542	3576	56156.74980523341	307984.48234011896	False		55708.76474343858	307211.39556774666	42
92	1	2981	3000	68051.8668540398	289252.8119078808	False		68032.5606029224	288910.7682743389	25
93	1	2129	2578	43833.978420004816	262137.70600789675	False		43679.45609957103	260252.22631694583	7
94	1	3399	3425	57064.245146890324	301471.25335388625	False		57714.1677197568	300663.70002538775	38
95	1	3425	3457	55753.70102209779	303153.2827135058	False		56414.32257402385	302278.80668238475	39
96	1	2227	2269	39502.30934538547	260610.7302878299	False		39019.18513086733	260640.8057544937	2
97	1	2356	2590	55642.089542772475	274120.2382726516	False		55053.314191030266	273699.82524235005	13
98	1	3159	3175	66649.88244101418	290918.66376731684	False		66681.08587271176	290706.4108267042	30
99	2	2194	2184	251137.8459485337	268129.45074271096	False		250746.39766232745	266756.68953544647	0
100	3	2192	2249	83925.26965032786	172741.6035243459	False		83197.63267652423	173465.246459313	2
101	3	2058	2555	92258.18545853003	166224.29462302066	False		91399.08495992798	166556.77496199164	7
102	3	2524	2696	101122.03474836826	152243.9136049514	False		100886.21261309928	153050.3494431039	16
103	3	2336	2559	98648.16867947968	158338.18206002703	False		98056.90530705483	159285.70750225845	13
104	3	2910	2957	101394.35643372401	144177.90504361913	False		101615.09466257544	144334.17422082345	24
105	3	3130	3118	102173.4204875786	139596.77817455446	False		101809.64622759957	140067.2077043994	29
106	3	2617	2473	94797.88454666943	164381.00005145016	False		94527.81126260004	164931.79338380703	9
107	3	3480	3516	105711.2405330152	137875.70226307103	False		103796.01675353569	138058.68663996021	41
108	3	3550	3630	108207.95020994887	136766.1841360826	False		108095.06552352785	136867.0103055973	43
109	3	3445	3480	102888.17796213673	138660.9041927702	False		101980.33917073777	139263.12174558017	40
110	3	3031	3036	101073.70988747875	141428.07811675526	False		100762.82289285584	141770.7931275037	27
111	3	2424	2370	95929.4353350488	162041.76260725566	False		95451.45087953116	162747.9833351227	11
112	3	3516	3550	107860.76491801126	137279.86409588958	False		107626.46431249469	137692.71788618187	42
113	3	2242	2058	90422.62589946229	167056.65916479542	False		89446.16683899659	167556.54336759922	6
114	3	2073	2242	88515.68226347773	168178.36039623572	False		87585.19768795886	168800.17742487218	5
115	3	2776	2839	101433.30390533067	146665.29267693064	False		101382.44559566349	147195.4541713956	20
116	3	2559	2385	99704.6549633545	156196.43139089958	False		99239.43205190453	157390.65661779558	14
117	3	2385	2524	100528.04524395187	154026.27780355373	False		100169.87787480444	155002.20616400358	15
118	3	2852	2910	101733.68277153393	144492.2417851093	False		101852.27088049243	144650.30934939516	23
119	3	2820	2852	101811.38896337412	144957.52810506904	False		101770.5070462558	145264.74686074292	22
120	3	3635	3622	109851.81821554407	134223.7070291433	False		109378.42793906173	134896.61944944097	45
121	3	3622	3698	111667.94384765835	133676.2501595092	False		110325.20849202643	133550.79460884558	46
122	3	2249	2191	85410.12136811455	171214.66223239125	False		84652.90662413149	172017.96058937884	3
123	3	3334	3363	100807.57211772518	138907.76253015196	False		100363.5117596765	138312.07768327155	36
124	3	2156	2122	80595.39349618217	176235.32948377865	False		79654.17754943846	177334.55199972726	0
125	3	3414	3445	101687.81072640946	139417.15918256823	False		101395.28228208116	139571.19661955629	39
126	3	2370	2336	97232.16254881064	160310.62469082355	False		96407.41979056645	161335.54187938862	12
127	3	3193	3231	101133.27765030978	137129.98643522832	False		101468.43455746645	137737.02003710225	32
128	3	2473	2424	95259.704355135	163289.09502710798	False		95067.95783073884	163830.20671909326	10
129	3	3122	3193	101506.43180017713	138143.08882195287	False		101544.42904288782	138549.1576068035	31
130	3	3630	3635	108849.6314177158	135780.9887080044	False		108320.83489636988	136665.35796656788	44
131	3	2652	2776	101638.43201683965	147861.70449390984	False		101894.41843801581	148527.9548164241	19
132	3	2963	3031	100621.9829982179	142297.14883557823	False		100481.14310357998	142823.50454365276	26
133	3	2839	2820	101627.33463062684	145699.9390216043	False		101484.16221499785	146135.13118246567	21
134	3	3363	3352	101190.45749430459	139631.55208128196	False		101251.63247577388	139503.44737703237	37
135	3	2122	2192	82367.12105972503	174300.67671357153	False		81536.60944292585	175136.10696783004	1
136	3	3231	3246	100593.82112418421	136537.35907105255	False		100798.12074315312	136522.95283335441	33
137	3	3118	3122	102040.81189522272	138837.7531257565	False		102537.19474755762	139126.3486447095	30
138	3	2191	2073	86876.26690002823	169605.7706501379	False		86167.3361120976	170411.36387540362	4
139	3	2696	2728	101393.96706753854	150660.41922682943	False		101357.85688363723	151437.4777667989	17
140	3	2728	2652	101662.24784472783	149205.65775164202	False		101430.07725143986	149883.36068685993	18
141	3	3246	3287	100305.09994619284	136927.19553876942	False		100389.5215052153	136551.76530875068	34
142	3	3352	3414	101262.28239745823	139665.42670254392	False		101129.2825128353	139759.65678553158	38
143	3	3287	3334	100292.09507342344	137807.35172602982	False		100220.67838717038	137302.62576878813	35
144	3	2555	2617	93822.54860986606	165411.80383392837	False		93117.2859571321	165891.81428404967	8
145	3	3036	3130	101597.12155485062	140576.28540520312	False		101384.59688210166	141085.36310600681	28
146	3	2957	2963	100827.38065422628	143422.5702050338	False		101173.61820487258	144021.6358664148	25
147	4	3689	3714	136555.40899996881	326517.1479475872	False		136077.57320320501	326079.8357881657	46
148	4	2672	2832	106781.85456160051	301110.8380355787	False		107012.00441446993	300159.5933714342	19
149	4	2926	2987	106594.30399203894	310003.0392175808	False		106220.73203056384	309559.20844953874	24
150	4	2186	2235	127975.94880652551	280732.06565129047	False		128382.32565602749	280487.90957190614	1
151	4	2235	2272	127092.51696367809	281287.9924143831	False		127569.57195702354	280976.2217306748	2
152	4	2588	2726	107516.17130582838	294766.741035841	False		107552.8638009476	293586.45575507416	16
153	4	3325	3380	125314.47149964358	319533.5408539444	False		124129.11327495635	319123.7982614721	35
154	4	2278	2143	121045.84842773993	283868.7288370946	False		121992.44360602605	283533.43300454476	6
155	4	2746	2672	107043.1693380452	299152.0815324816	False		107074.33426162046	298144.569693529	18
156	4	3458	3509	133460.4177508061	322582.1075774953	False		133010.2769961262	322174.0159895991	40
157	4	3695	3699	136112.0547369094	325795.20521557017	False		136112.03043652256	325685.37453419477	44
158	4	2440	2413	112195.02450911733	287216.9632272775	False		113049.2412488767	286841.95061171224	11
159	4	2726	2746	107276.90653616481	297045.79800506844	False		107479.47881070917	295947.02631660784	17
160	4	3380	3409	127754.41396426666	320385.3370814098	False		126499.82972433079	319943.2834464167	36
161	4	3095	3168	111779.1504376649	315782.5582652332	False		111366.02402499193	315159.5966090438	28
162	4	3163	3176	114388.14610785875	317479.80978780467	False		113359.83292516891	317000.10783472983	30
163	4	3003	3093	109593.65522181915	312786.6831729404	False		108704.94256676408	311946.06833553396	26
164	4	3402	3426	131437.06217363698	321473.9432948504	False		130762.09709687962	321301.63409460685	38
165	4	3509	3547	134228.5844672947	323271.4977623934	False		133910.55850548603	322990.1991653915	41
166	4	2633	2499	115721.79274302277	285535.7220372872	False		116698.75461840411	285056.9556817982	9
167	4	2272	2232	125992.44839780568	281955.5712217526	False		126615.46197033266	281599.76309809147	3
168	4	3426	3458	132561.15212326025	321910.13424234657	False		132112.0272503943	321646.252495094	39
169	4	3585	3695	135687.60747335578	325057.72233291296	False		135263.18451018896	324430.07013163116	43
170	4	2870	2892	106051.81537000404	306848.7173578587	False		106025.05663172451	305758.4097760375	22
171	4	3176	3207	116466.96957545128	318169.6245087836	False		115416.45929054859	317959.5117408795	31
172	4	3699	3689	136094.82612025063	325992.43584255566	False		136112.07903729627	325905.0358969456	45
173	4	3207	3257	118312.34734358627	318414.9646192731	False		117517.47986035397	318379.73727668775	32
174	4	3714	3748	136489.28359310527	326461.8329396192	False		137033.24479673262	326954.46010700864	47
175	4	2592	2633	117715.49901573152	284840.9372618283	False		118732.24341305892	284624.91884185834	8
176	4	2413	2361	110426.50913051167	288218.2123443312	False		111340.80776935797	287591.9758428427	12
177	4	2885	2870	106086.90021084357	304682.1048658394	False		106148.74378996261	303605.7999556413	21
178	4	2204	2186	128804.28766442326	280382.39136684616	False		129226.24967281903	280276.8731617861	0
179	4	2499	2440	113897.03605825907	286428.2195022442	False		114744.83086764143	286014.48839277617	10
180	4	2232	2179	124641.11224262806	282541.0883525088	False		125369.43482527872	282311.37934541376	4
181	4	3547	3585	134904.89746964618	323991.43324551324	False		134546.6104291034	323552.79635939526	42
182	4	2179	2278	122952.61663300173	283152.11518207425	False		123912.78965997741	282770.7973596038	5
183	4	2987	3003	107836.40926013906	311196.46916057845	False		106967.87595351404	310446.86998562294	25
184	4	3093	3095	110924.19595093308	314393.4473096953	False		110482.36787687422	313627.2980103468	27
185	4	3257	3275	120387.16125451821	318567.0958842042	False		119107.21482681857	318450.1919618585	33
186	4	2832	2885	106350.22424934685	302833.94132768223	False		106551.70470873108	302062.0826997232	20
187	4	3409	3402	129885.54765054108	321064.5124055049	False		129008.99820420254	320827.3907164029	37
188	4	2892	2926	106149.65306942372	308749.11669460934	False		106078.57410828357	307939.02493967995	23
189	4	3168	3163	112776.05488775339	316702.81387807627	False		112192.27685033786	316405.51992142264	29
190	4	3275	3325	122898.1104785871	318903.899034011	False		121667.10768221786	318683.9998065499	34
191	4	2608	2406	108078.37214151755	291112.58399780805	False		108336.45392725707	290307.4578985614	14
192	4	2143	2592	119415.74833125636	284414.4717557514	False		120099.25324945379	284204.0246696444	7
193	4	2361	2608	108924.33220946121	289575.95337219053	False		109512.21049166535	288844.4488458197	13
194	4	2406	2588	107686.57707836281	292752.0829260644	False		107820.29035577802	291917.71009705466	15
195	5	3578	3572	58563.5800968161	53302.158813759845	False		58942.630855765325	52743.004261233946	45
196	5	2303	2445	94448.89013276371	24804.7985903399	False		95369.14581770952	25545.39552105852	13
197	5	2445	2288	92562.42352315309	23389.86720298241	False		93528.6344478179	24064.201659621278	14
198	5	2511	2566	103047.75261775691	30968.274029161577	False		103728.46704014405	31398.83376357099	8
199	5	3300	3358	62733.47727585258	42078.20083669234	False		62932.85290839411	40944.336329497506	38
200	5	3358	3430	62431.70690897842	44219.90596360928	False		62534.101643311056	43212.06534388717	39
201	5	3481	3517	61487.435874509414	49770.37801336379	False		61928.928924659274	49094.85003132008	42
202	5	2288	2480	90780.51775749377	22093.075694670508	False		91596.21259848829	22715.532746343542	15
203	5	3575	3578	59456.00489586963	52198.59749167255	False		59969.37893597394	51654.19072211117	44
204	5	2003	2511	104716.68020272598	32220.00178121286	False		105704.89336530791	33041.16979885473	7
205	5	2566	2454	101502.02122621096	30024.59587780886	False		102367.03819536977	30537.714294752168	9
206	5	3005	3029	69266.48839414722	26673.59216239834	False		69532.46614930191	25808.82266512945	28
207	5	2092	2060	110150.9307903992	40797.56141180024	False		110437.82661596834	41857.43782076525	3
208	5	2060	2013	109393.94752385607	38593.769291424236	False		109864.03496483006	39737.685002835235	4
209	5	3069	3178	67289.07053364707	31352.815473851348	False		67672.12643630232	30656.49697616407	31
210	5	2044	2000	113101.30746762615	45837.486667578036	False		113490.39001287885	46508.68489557537	0
211	5	2454	2369	99758.47955957643	29007.683240118313	False		100637.00425705216	29511.477460865553	10
212	5	2803	2898	76233.32494252911	20425.93709315815	False		77174.57023507693	19871.959509019736	23
213	5	2369	2314	98107.33421949693	27705.851472081275	False		98879.95486210068	28503.889019371076	11
214	5	2637	2751	83344.15235922864	18220.862238755522	False		84259.34650229823	18598.90278009926	19
215	5	2898	2931	74394.80222971557	21600.34161322564	False		75292.07964998129	20979.914677296565	24
216	5	3282	3310	63349.303167104335	38317.94749365994	False		63657.96005975755	37435.869499451	36
217	5	2053	2003	106568.047780659	33922.25064030655	False		107431.2021960101	34803.331481758374	6
218	5	2030	2092	111004.52870185414	42784.772857405434	False		111571.23078773994	43712.107894045614	2
219	5	2998	3005	70134.2681795654	25079.059709381465	False		70736.0702098289	24349.29675363348	27
220	5	3178	3209	66436.40679829751	32759.088067570963	False		66906.01463099182	32049.133971538628	32
221	5	3572	3633	57870.01916091088	54492.95081618322	False		58184.52933786687	53861.31336628575	46
222	5	2480	2676	89085.78305796128	20960.852346760712	False		89964.82291649925	21470.618642997477	16
223	5	2937	2998	71367.22902581829	23817.260853045023	False		71998.38784180768	23285.22495245657	26
224	5	3029	3057	68776.3950756234	28389.748468473037	False		69000.51063899252	27538.361659667233	29
225	5	3633	3718	57108.67839087874	55576.28977859601	False		57555.50898395489	55124.5882660807	47
226	5	3209	3218	65512.91684148478	34014.39041251651	False		65966.7989656032	33469.0421636033	33
227	5	3462	3481	62144.82139872194	48090.38378243019	False		62360.71387278461	47085.9175335403	41
228	5	3057	3069	68112.2029742783	29948.816126721456	False		68552.27951225427	29241.13527727884	30
229	5	2695	2637	85320.97496925475	19058.23602018095	False		86382.60343621126	19517.56926026264	18
230	5	2768	2803	78392.43491565144	18947.415545301104	False		79610.29959622594	18022.871581582473	22
231	5	2013	2053	108177.53113944609	36126.59253088581	False		108923.86008288208	37449.853580013245	5
232	5	2676	2695	87294.67331781727	19984.327655393296	False		88206.7431994233	20451.086050523947	17
233	5	2781	2768	80367.0154167208	17813.29977502735	False		81123.73123721566	17603.727968472223	21
234	5	2314	2303	96351.92969730136	26226.604722924996	False		97334.71357689318	26907.81392479147	12
235	5	2751	2781	81776.34472668736	17723.274832942003	False		82428.95821615905	17842.821697411782	20
236	5	3218	3261	64726.42960045746	35208.29995889147	False		65059.03471736637	34559.738661429736	34
237	5	2000	2030	112141.7278550567	44439.19816681316	False		112712.22492237345	45166.288439580705	1
238	5	3517	3575	60507.660880166746	51050.04835875933	False		61045.942824359554	50445.9059954075	43
239	5	3310	3300	62986.74959142262	40072.1809086832	False		63040.64627445112	39200.025487868894	37
240	5	2931	2937	72747.95632562877	22752.996750805643	False		73497.52480944987	22220.768549154713	25
241	5	3430	3462	62345.01302371519	46156.832058435844	False		62329.31217464578	45227.74658333139	40
242	5	3261	3282	64025.89227165305	36646.3653779021	False		64393.82448354855	35856.86125635319	35
243	6	2490	2680	206647.41182120977	74762.90089243071	False		206038.35976532818	73724.85581831272	16
244	6	2702	2640	207880.2484584921	79325.39159712853	False		208024.002150094	78308.08612181802	18
245	6	3271	3301	203385.31502908428	108013.42531166787	False		202619.87226695297	107191.98268405243	35
246	6	2292	2490	205363.89611754834	72794.58553656664	False		204689.4324697685	71864.31525482055	15
247	6	2046	2002	191777.2894110954	46138.61367110991	False		191316.52923720697	45391.24352072318	0
248	6	2133	2077	195046.83225117475	50679.88609694282	False		194549.60570507214	49760.72009671502	3
249	6	2942	3011	202054.75008100676	93934.59634437083	False		202639.5296779175	93215.34261570049	26
250	6	3336	3396	206592.47456474073	114774.33326274573	False		206106.55263850442	113611.74924900719	38
251	6	2327	2310	202504.87361160957	68189.5724626644	False		202248.3192965497	67500.32245758094	12
252	6	2754	2791	207333.61911726207	83769.9614867944	False		207497.08008193554	82759.11499176324	20
253	6	3607	3683	220751.79956269218	119115.4283872768	False		219852.38796237472	119847.88230910731	46
254	6	3096	3185	197518.66397583554	100719.54259432224	False		197128.01089533843	99650.14749281888	31
255	6	2774	2814	206476.4553064006	87380.64060023033	False		206951.75776671167	86496.77566757127	22
256	6	3230	3271	201798.6424590982	106412.82195115337	False		200977.4126512434	105633.66121825429	34
257	6	2377	2327	201841.7664647269	66774.02907978847	False		201435.21363290414	66047.73570199599	11
258	6	2008	2518	197894.18218386732	59325.21901903991	False		197770.8239975606	58167.32251585045	7
259	6	3611	3614	217039.83174625767	120872.00904266661	False		215936.7025245028	120886.01744940327	44
260	6	2310	2449	203127.80169734135	69627.15737578827	False		202761.42792666945	68878.82246774783	13
261	6	3185	3216	198489.62989022906	102862.04366650982	False		197909.31705633266	101788.93769582559	32
262	6	3441	3473	209321.78342228557	118025.25583740478	False		208485.88378071602	117489.00036834019	40
263	6	3683	3725	221954.38614029894	116873.37736406269	False		221651.21116300963	118382.97446544628	47
264	6	3087	3096	197124.6747664666	98816.43867564191	False		197121.33863759477	97982.72985846494	30
265	6	2814	2900	205539.96758936314	89192.82637393821	False		206001.15284608954	88264.50553288938	23
266	6	3301	3344	204709.92132410046	109939.38579082736	False		204150.75779121555	108834.8679392833	36
267	6	2019	2064	196754.69699902757	54610.458833282784	False		196427.37662672778	53638.42387459667	5
268	6	3541	3611	214909.17596347755	120770.06175855863	False		213881.6494024523	120654.10606771399	43
269	6	2456	2377	200835.04726473038	65102.47211066298	False		200234.8808965566	64157.20851932997	10
270	6	3396	3441	207782.1401358465	116712.95882241221	False		207078.396490977	115936.91727648425	39
271	6	2640	2754	207616.7874244129	81550.90603210113	False		207736.49476689025	80342.69707243904	19
272	6	3048	3087	197685.6839812333	97476.42509028892	False		198250.02932487184	96970.12032211288	29
273	6	2791	2774	207060.95795965014	85638.79182469842	False		207170.1581525886	84780.80798182558	21
274	6	3016	3048	199008.66009481135	96446.28681195102	False		199767.29086475083	95922.45330178915	28
275	6	3473	3504	210998.09398379928	119237.45241626273	False		210157.68306385516	118561.51130646937	41
276	6	2936	2942	203285.80367562687	92482.74336831633	False		203932.0776733362	91750.14412093216	25
277	6	2449	2292	204091.80396889086	71119.90376932464	False		203494.17546801324	70375.49228382872	14
278	6	2002	2036	192810.12695159885	47589.994813827994	False		192238.04958498385	46885.98382149664	1
279	6	2680	2702	207640.23301359266	77054.51604418337	False		207256.46387709136	75800.94596654872	17
280	6	2900	2936	204505.43000298645	90935.6456679596	False		205078.78233263674	90121.14721498704	24
281	6	3011	3016	200618.63067442342	95288.15168741516	False		201469.970484096	94653.85007304116	27
282	6	3614	3607	218997.67446519365	120352.94147251864	False		218142.96096801257	120858.00063592996	45
283	6	2064	2008	197426.42068444396	56874.908153909666	False		197082.01737132733	55582.49379196889	6
284	6	3216	3230	200023.67768768442	104784.40542772418	False		199069.94272412546	103935.14963719407	33
285	6	2036	2133	193965.90501164302	49027.362951437186	False		193382.2043182139	48294.00580615935	2
286	6	2571	2456	199621.46992785504	63195.084323058545	False		199008.05895915348	62232.960126787126	9
287	6	3344	3336	205687.8187477449	112327.82644568931	False		205269.08485698537	111043.90364237141	37
288	6	3504	3541	212860.07715309787	120283.74979688505	False		211838.50490374342	119913.39352605611	42
289	6	2518	2571	198512.79966466373	61358.03782450825	False		198017.540370174	60483.11552222937	8
290	6	2077	2019	195985.71771200257	52618.73798588365	False		195544.05879727736	51599.05209717062	4
291	7	2801	2863	37844.50957612001	251959.242238482	False		36916.60163856287	249466.35722844207	20
292	7	2561	2621	29152.599625097057	206739.48958252792	False		29075.776561472652	205261.74713036348	8
293	7	2351	2583	29399.467518597558	224485.42235376374	False		29106.23201049783	222265.7049139593	13
294	7	2583	2398	29976.096316146417	228453.47140687206	False		29692.70302669728	226705.1397935682	14
295	7	2195	2252	32507.09243625094	185001.96422121266	False		32756.218976430304	183192.75764871662	2
296	7	2663	2801	35849.29546739295	246824.0012121045	False		34781.98929622304	244181.6451957669	19
297	7	2621	2477	29074.289365030883	209880.40974734857	False		29229.422688721465	208217.23203469237	9
298	7	2130	2195	33555.93164400259	181310.15953701112	False		34355.64431157488	179427.56142530564	1
299	7	2541	2710	31935.2567403157	234981.54628624432	False		31310.77858910438	233126.15265058534	16
300	7	2710	2739	33055.516874898545	238317.97333138593	False		32559.73489152702	236836.9399219033	17
301	7	2084	2247	28713.94525375841	197321.05187531855	False		28961.166216225643	195266.46760612275	5
302	7	2477	2429	29062.104605580094	213434.17798831145	False		28919.156041340302	211543.58746000478	10
