	LABEL_x	TRACK_ID	label_id	TARGET_ID	DIRECTIONAL_CHANGE_RATE	SPEED	DISPLACEMENT	EDGE_X_LOCATION	EDGE_Y_LOCATION	LABEL_y	POSITION_X	POSITION_Y	POSITION_T	FRAME	ELLIPSE_ASPECTRATIO	AREA	PERIMETER	CIRCULARITY	SOLIDITY	anchor_x	anchor_y	anchor_z	bb_min_x	bb_min_y	bb_min_z	bb_max_x	bb_max_y	bb_max_z	timepoint
19	ID2266 ? ID2195	0	2267	2195	0.04288416457526728	217.78519892607886	1300.177637588691	100082.98770525893	216489.7005100589	ID2266	100646.03820565053	216814.6460536969	11.94	2	1.4990051684009944	2.8394252109913456E8	154248.30299999967	0.14996831387140241	0.761970014509109	100.662066059664	216.84917372669	0	89.4435948	206.9683182	0	118.0447443	226.0357512	0	2
20	ID2192 ? ID2409	0	2193	2409	0.009697074294544375	166.58255590574868	994.4978587573194	94666.4421489165	215618.8481656977	ID2192	95149.65897181744	215501.55366525654	41.79	7	1.6943291111063363	2.7436062495710266E8	145929.29339999973	0.16189994018251563	0.8216614941753242	95.1648115289468	215.535872228651	0	83.0300037	205.9282764	0	110.7644517	224.3023482	0	7
21	ID2969 ? ID3089	0	2970	3089	0.03201584318513016	242.48633685522657	1447.6434310257023	71869.15566170057	213694.3611304831	ID2969	72562.07726317497	213903.59193619323	155.22	26	1.2299011520410892	2.9730911603080845E8	148009.04579999982	0.17054601344400427	0.7649149922720256	72.5736327541018	213.937656024611	0	62.9225289	202.2881301	0	89.2702545	225.5157303	0	26
22	ID3682 ? ID3730	0	3683	3730	0.02642026771951787	326.0869299850897	1946.7389720109757	51439.700249349895	206687.44811340433	ID3682	52412.588306805126	206718.0583069283	274.62	46	1.4654855358596586	2.643582067273335E8	137263.65839999996	0.17631591766301782	0.8041114664230258	52.4209349971367	206.750978101091	0	42.1216929	196.3945599	0	68.8160991	216.1553541	0	46
23	ID2241 ? ID2266	0	2242	2266	0.0013364699459108107	240.6610559277374	1436.7465038885923	101338.88039609508	217004.4613013696	ID2241	102031.7225865396	217194.27654904226	5.97	1	1.6522226020219977	2.717774178467118E8	146969.16960000005	0.1581141550022273	0.7530586766541817	102.047971110411	217.228864678084	0	91.0036575	207.6616794	0	119.9514876	226.0357512	0	1
24	ID2589 ? ID2565	0	2590	2565	0.013701277443132577	156.53319293883567	934.5031618448488	88565.53628961951	214462.47450277448	ID2589	88992.77971280328	214651.64928233222	83.58	14	1.7174993588349858	3.3290330702863705E8	164300.4395999998	0.15497103108358595	0.7984870317002885	89.0069517885951	214.685832498683	0	76.6164126	204.8882346	0	107.6443263	223.9556676	0	14
25	ID2843 ? ID2851	0	2844	2851	0.00886578028144203	207.19976422541419	1236.9825924257225	84605.05440814255	213815.35550694712	ID2843	85202.39879137787	213975.70254093365	107.46	18	1.9564852800836308	2.936746037010723E8	135877.1568000001	0.1998864494881517	0.8377174192442809	85.215967250046	214.009778112949	0	72.802926	204.7148943	0	103.6574994	221.3555631	0	18
26	ID3089 ? ID3085	0	3090	3085	0.049355689071689746	261.6969899532907	1562.3310300211454	70526.22165805126	213051.8827756044	ID3089	71176.23406022617	213485.13032477294	161.19	27	1.2271592599330292	3.044279542303744E8	141423.16320000027	0.19127283703462883	0.7956195784433029	71.187568856004	213.5191277733	0	61.1891259	202.1147898	0	87.8835321	224.8223691	0	27
27	ID2163 ? ID2192	0	2164	2192	0.03729444810926445	182.96651267211115	1092.3100806525033	95686.96672329618	215403.64703486505	ID2163	96224.27447477494	215305.74040447353	35.82	6	1.5698887238603032	2.6826305468490073E8	140383.28699999984	0.17105663154525516	0.8194705693444038	96.239598164125	215.340027784649	0	84.5900664	205.2349152	0	111.2844726	224.1290079	0	6
28	ID2560 ? ID2464	0	2561	2464	0.04938840477621995	257.29654155414613	1536.060353078254	91942.748367	215967.84269803	ID2560	92681.51171386777	216177.8404823027	59.699999999999996	10	1.9894521164834087	2.761027878920175E8	136223.78219999996	0.18697123109762692	0.8085499406254115	92.6962712192232	216.212266744191	0	80.0832186	208.7017212	0	110.0710905	225.34239	0	10
29	ID2895 ? ID2764	0	2896	2764	0.006241980998924267	340.5564498312602	2033.122005492623	78252.99358481108	213743.38743101017	ID2895	79266.53618234558	213665.10796187795	131.34	22	1.825675471118354	2.9448561058456707E8	143156.2901999998	0.18057310751540084	0.7948115119578429	79.2791593565178	213.699134071787	0	67.4293767	204.7148943	0	97.2439083	222.7422855	0	22
30	ID3141 ? ID3192	0	3142	3192	0.3485329862374293	139.59572490084798	833.3864776580623	68320.35941653629	211319.45029646752	ID3141	68433.77043546145	210918.4874601944	179.1	30	1.1296224086246958	2.8841807760434663E8	143502.91560000012	0.17599928037859194	0.7985031185031187	68.4446684946574	210.952076171548	0	58.0690005	199.1680047	0	82.6833231	220.8355422	0	30
31	ID2143 ? ID2241	0	2144	2241		261.1460560930679	1559.0419548756151	102781.87199685126	217406.240735816	ID2143	103532.02140716293	217618.20492258976	0.0	0	1.7704007387665026	2.6417798297544566E8	146622.5441999994	0.15442050974589067	0.7694999781267777	103.548508853212	217.652860562115	0	92.3903799	208.7017212	0	120.9915294	225.8624109	0	0
32	ID3305 ? ID3382	0	3306	3382	0.00471011303717156	180.6840062587174	1078.6835173645427	64759.25999269788	212144.76963093708	ID3305	65263.08959481481	212337.24109554724	214.92	36	1.4918646051908875	2.5027071678810832E8	130677.77580000031	0.184168959112567	0.770126629078473	65.2734827239558	212.371055743027	0	53.9088333	203.6748525	0	80.0832186	222.3956049	0	36
33	ID3542 ? ID3570	0	3543	3570	0.001585325949033221	232.59401019874605	1388.5862408865137	59686.14055668308	209218.6360467705	ID3542	60191.96778848529	209694.2217369065	244.76999999999998	41	2.0201333054478035	2.741804012052151E8	141423.16320000004	0.172268224612935	0.8591058823529413	60.2015533428681	209.727615484279	0	47.8419228	201.074748	0	77.1364335	216.675375	0	41
34	ID2159 ? ID2169	0	2160	2169	0.0747211389845045	208.5693204864015	1245.1588433038166	97955.11471997388	215441.85240082344	ID2159	98571.32668039484	215530.6665669153	23.88	4	1.4610201676242984	2.7808524916278285E8	144542.79180000018	0.1672610963714452	0.7833481406269832	98.5870241371679	215.564989766526	0	86.8434903	205.9282764	0	114.2312577	224.1290079	0	4
35	ID3307 ? ID3305	0	3308	3305	0.055271048832041446	111.98027219205579	668.522224986573	65571.8645449066	212465.2587565205	ID3307	65880.6394949984	212593.27641749373	208.95	35	1.3601845727865538	2.4390281088807505E8	137263.65840000016	0.1626730202731168	0.7920019507437223	65.8911309687931	212.627131838534	0	55.2955557	203.5015122	0	80.6032395	222.7422855	0	35
36	ID2764 ? ID2989	0	2765	2989	0.005790031387696942	280.379117933453	1673.8633340627143	76403.27555901052	213857.23751222514	ID2764	77239.45098727659	213821.6669001424	137.31	23	1.6110429937826092	2.936145291171099E8	145929.29340000008	0.173261650458078	0.7965935946540622	77.2517513486854	213.855717942015	0	66.2159946	204.0215331	0	94.8171441	223.7823273	0	23
37	ID2986 ? ID2969	0	2987	2969	0.04133035861527001	289.6995275456531	1729.5061794475487	73422.32572936657	213991.74227709905	ID2986	74282.57419555818	214079.89261800484	149.25	25	1.3347233257938165	3.008535164846004E8	143502.9156000002	0.18358766843074084	0.7510497900419918	74.2944036751498	214.113984782258	0	64.135911	202.9814913	0	91.6970187	225.34239	0	25
38	ID3577 ? ID3669	0	3578	3669	0.045981940194506986	253.98206157123448	1516.2729075802768	57061.76121637581	207650.6244222923	ID3577	57788.69425532749	207865.88993148028	256.71	43	1.7970800488220398	2.7997759855760425E8	127904.77260000026	0.21506000340854106	0.8505338078291815	57.797897089057	207.898992517509	0	45.4151586	199.1680047	0	74.536329	214.7686317	0	43
39	ID3730 ? ID3761	0	3731	3761	0.04774676112152512	492.60408413180346	2940.84638226688	49069.42452331531	206199.17858726997	ID3730	50466.81219189466	206656.83791988037	280.59	47	1.3129091889213476	2.701554040797222E8	142116.41400000025	0.16808735470783162	0.8024267297140564	50.4748490179119	206.68974796471	0	40.2149496	196.0478793	0	65.6959737	216.8487153	0	47
40	ID2409 ? ID2479	0	2410	2479	0.049028071629431916	141.56886503762757	845.1661242746364	93818.79483079433	215950.07456782297	ID2409	94183.22532601556	215736.14266613888	47.76	8	1.7053432219446847	2.7823543562268925E8	136917.03299999982	0.18651224323154833	0.8126507873843045	94.1982239788513	215.770498587769	0	81.6432813	206.9683182	0	110.5911114	225.34239	0	8
41	ID2464 ? ID2385	0	2465	2385	0.010404991488731035	185.82370363372507	1109.3675106933385	90680.88224937906	215573.3522047527	ID2464	91203.98502013223	215757.8449137573	65.67	11	2.0089447167786454	2.769438320674938E8	137610.2838000002	0.1837806487326092	0.8356369239135355	91.2185092297614	215.792204291453	0	79.3898574	208.00836	0	108.3376875	223.2623064	0	11
42	ID3281 ? ID3307	0	3282	3307	0.037553904538014535	155.5095312229599	928.3919014010705	66343.91281310862	212622.52899642137	ID3281	66807.18613121884	212651.781575349	202.98	34	1.3055480196797655	2.512018728395282E8	132064.27740000014	0.18099309981311357	0.7919132616826854	66.817825157312	212.685646313321	0	56.1622572	203.1548316	0	81.2966007	223.0889661	0	34
43	ID3411 ? ID3443	0	3412	3443	0.00792864294213918	182.23554998477792	1087.946233409124	62723.496966462	211476.9298722297	ID3411	63237.734580448254	211654.31766228017	226.85999999999999	38	2.000211872494744	2.5468619870935798E8	143502.91560000007	0.1554153195511438	0.8269774700087779	63.2478051723552	211.688023554381	0	51.4820691	204.3682137	0	79.5631977	219.7955004	0	38
44	ID3669 ? ID3663	0	3670	3663	0.019583709738890866	304.68783404436715	1818.986369244863	55438.5977527683	207280.60466018735	ID3669	56334.828177424126	207435.35891310434	262.68	44	1.7735556824616892	2.748712589207847E8	147662.4204000001	0.15841606809164932	0.8283696931293556	56.3437994833789	207.468392937187	0	44.5484571	198.3013032	0	73.3229469	214.2486108	0	44
45	ID2724 ? ID2877	0	2725	2877	0.002506086976555039	305.0303968846206	1821.0314694011845	81901.49457452726	213608.69201028452	ID2724	82811.92744407999	213620.97586860924	119.39999999999999	20	2.170041658096669	2.980600483303406E8	147662.42039999965	0.17178042221324946	0.8454100106496272	82.8251152208405	213.654994950499	0	70.0294812	204.541554	0	101.9240964	220.4888616	0	20
46	ID3376 ? ID3281	0	3377	3281	0.1970512561614462	114.48648374603006	683.4843079637993	67134.92534083597	212748.60466292492	ID3376	67462.66455045309	212845.42775050082	197.01	33	1.140846568942865	2.5802033811928102E8	138303.53460000007	0.16951074989689943	0.7782559456398639	67.4734079613038	212.879323326566	0	56.6822781	202.1147898	0	81.6432813	223.7823273	0	33
47	ID2169 ? ID2163	0	2170	2163	0.01687356965347531	186.87292211263542	1115.631345012434	96781.58861716394	215329.38931960255	ID2169	97338.90275955293	215353.03823473156	29.849999999999998	5	1.6233408990708582	2.666110036259299E8	143502.9155999998	0.16269210712772214	0.8113716349010469	97.3544039531546	215.387333147082	0	85.9767888	205.9282764	0	112.8445353	223.608987	0	5
48	ID2542 ? ID2412	1	2543	2412	0.019319107993714967	192.3198381190555	1148.1494335707625	95258.71981373496	163287.40737884855	ID2542	95066.97527110676	163828.51347826392	59.699999999999996	10	1.2316565016717145	2.1728977019265187E8	117159.3851999999	0.1989275695534873	0.8697324917342951	95.0821146608792	163.854603124164	0	85.9767888	154.0995267	0	104.8708815	173.5136403	0	10
49	ID2964 ? ID2951	1	2965	2951	0.07214475524004345	231.79825067375884	1383.83555652234	100826.33856900221	143421.0878840576	ID2964	101172.57254116429	144020.14735388904	149.25	25	1.567374538283033	2.4429329568383178E8	136570.4075999997	0.16459180249198593	0.7592065344224042	101.188684245629	144.043082522907	0	86.3234694	133.8187116	0	111.8044935	152.0194431	0	25
50	ID2951 ? ID3064	1	2952	3064	0.13157598103172563	182.53501539983037	1089.734041936987	100620.94303584693	142295.6781462133	ID2951	100480.10459684013	142822.02841422614	155.22	26	1.5738302807227804	2.109519015845997E8	123398.64239999978	0.17408948685583575	0.7740122334270131	100.496106025972	142.844772783127	0	87.5368515	132.7786698	0	110.0710905	150.1126998	0	26
51	ID3041 ? ID3117	1	3042	3117	0.05716329061183073	184.80822914796974	1103.305128013379	101596.07151409288	140574.83250154796	ID3041	101383.5490378615	141083.90494086445	167.16	28	1.4286739762894645	1.8301722004199988E8	131024.40119999996	0.13396688249434932	0.7211077578554942	101.399694340276	141.106372514082	0	88.5768933	131.0452668	0	111.8044935	148.0326162	0	28
52	ID3649 ? ID3641	1	3650	3641	0.05073067340617866	345.19078307404084	2060.7889749520136	108848.50641980802	135779.58536537402	ID3649	108319.71536375418	136663.94548368466	262.68	44	3.2282543251849516	1.2255215128366321E8	117506.01059999989	0.1115348633117218	0.8034659314690823	108.33696524875	136.685709179559	0	98.1106098	129.3118638	0	118.9114458	143.3524281	0	44
53	ID3527 ? ID3546	1	3528	3546	0.08215277828768068	644.5311178762739	3847.8507737213545	105710.14797144517	137874.27727086656	ID3527	103794.9439864498	138057.25975654452	244.76999999999998	41	1.897277814704802	7.070778532395668E7	101907.86759999965	0.0855582061473278	0.7591099645275723	103.811473302846	138.079245337341	0	97.5905889	132.0853086	0	110.2444308	143.3524281	0	41
54	ID3183 ? ID3217	1	3184	3217	0.1592740474595142	136.6293001508163	815.6769219003733	101505.38269672927	138141.66106621176	ID3183	101543.3795467253	138547.72565420312	185.07	31	1.290460691350441	1.2735811800066969E8	111266.75340000002	0.12927235616134092	0.7632076320763213	101.559550302099	138.569789341557	0	95.5105053	130.1785653	0	108.3376875	146.4725535	0	31
55	ID3401 ? ID3438	1	3402	3438	0.4409916890472419	54.60505868102264	325.9922003257051	101261.23581738179	139663.98321293073	ID3401	101128.23730735504	139758.2123220158	226.85999999999999	38	1.3267528405101838	7.52133791211501E7	82496.84520000019	0.1388769861695643	0.7874213836477978	101.144341951438	139.780468779034	0	95.8571859	133.1253504	0	106.4309442	145.2591714	0	38
56	ID2138 ? ID2165	1	2139	2165	0.01942426664029096	367.49237492045523	2193.929478275117	90421.69135091332	167054.9325774865	ID2138	89445.24238248343	167554.81161381764	35.82	6	1.3428407940697913	1.9854649999632692E8	98094.98819999985	0.25928563773088187	0.8858808550559529	89.459486512829	167.581494671664	0	79.2165171	159.6464163	0	98.2839501	175.4203836	0	6
57	ID2375 ? ID2465	1	2376	2465	0.03824743803709707	285.79776296660793	1706.212644910649	93821.57892195936	165410.09424675402	ID2375	93116.32355835507	165890.0997358066	47.76	8	1.0872263916021843	2.1140246096431896E8	111960.00419999994	0.21193080635264386	0.8709857063300532	93.1311523073743	165.916517688747	0	83.8967052	157.0463118	0	102.270777	173.6869806	0	8
58	ID2238 ? ID2151	1	2239	2151	9.555328648974949E-4	343.7866481893087	2052.4062896901733	83924.40225416455	172739.81818120828	ID2238	83196.77280073627	173463.45363707928	11.94	2	1.7507684987002439	1.8322748108586907E8	120625.63920000009	0.15824180197927165	0.828297915676556	83.2100218640164	173.491077644557	0	72.802926	165.3666462	0	93.2570814	182.007315	0	2
59	ID2141 ? ID2138	1	2142	2138	0.04355477578894121	374.914946895201	2238.242232964351	88514.76742383883	168176.622215763	ID2141	87584.29246519423	168798.43281770835	29.849999999999998	5	1.458414234233955	2.0728735196288246E8	111613.3787999996	0.20909813377592815	0.8439525498349038	87.5982402397769	168.825313921895	0	77.4831141	159.8197566	0	96.8972277	178.540509	0	5
60	ID2465 ? ID2542	1	2466	2542	0.08665247407885006	205.50657148234893	1226.8742317496228	94796.9047783352	164379.30111798266	ID2465	94526.83428556364	164930.0887577014	53.73	9	1.055830688220977	2.199330518870055E8	103294.36919999996	0.25902821280105065	0.8751568756349731	94.5418876580306	164.956353829159	0	85.2834276	155.1395685	0	103.6574994	173.1669597	0	9
61	ID2748 ? ID2960	1	2749	2960	0.12997428305045294	66.1992886899568	395.20975347904204	101732.63131936833	144490.74840871396	ID2748	101851.21820267916	144648.81433931846	137.31	23	1.6995142119888778	2.5684888373201072E8	126864.8964000002	0.20054166129808465	0.8132578819725141	101.867437981277	144.671849623377	0	87.5368515	135.5521146	0	113.0178756	151.8461028	0	23
62	ID3285 ? ID3368	1	3286	3368	0.08375670792899081	248.90437544316833	1485.9591213957146	100806.53023722598	138906.3268712431	ID3285	100362.47446869311	138310.64818096833	214.92	36	1.4618231118319214	8.04999425098571E7	91509.10560000016	0.12080274781365655	0.7822533566841786	100.378457165261	138.332674113806	0	94.9904844	131.0452668	0	104.6975412	144.5658102	0	36
63	ID3469 ? ID3527	1	3470	3527	0.016922286678865552	364.96125437620555	2178.818688625947	102887.11457787134	138659.47108522948	ID3469	101979.28516929288	139261.68241391444	238.79999999999998	40	1.439093797209273	6.866524946922894E7	84229.97219999993	0.12162239506352825	0.7367064131485656	101.99552534252	139.283859798688	0	96.5505471	132.6053295	0	106.7776248	145.0858311	0	40
64	ID2361 ? ID2419	1	2362	2419	0.013835236448081819	440.713683216532	2631.0606888026955	97231.15762138553	160308.96782606648	ID2361	96406.42338713593	161333.87442176067	71.64	12	1.5675285712817646	2.267515171667583E8	111613.37880000018	0.22873233036870952	0.8907374631268439	96.4217760836535	161.359566797072	0	87.1901709	151.3260819	0	107.2976457	172.9936194	0	12
65	ID3359 ? ID3265	1	3360	3265	0.19040598613029963	68.61132397700072	409.6096041426942	100592.7814528773	136535.9479110731	ID3359	100797.07896034369	136521.54182227334	197.01	33	1.4857747913582406	1.0035459250948991E8	91162.48020000002	0.15174516120868448	0.824429364589759	100.813130867555	136.543282840407	0	96.0305262	129.6585444	0	106.2576039	143.872449	0	33
66	ID2419 ? ID2573	1	2420	2573	0.0200519008957954	374.1566733374087	2233.7153398243295	98647.14911715047	158336.54558113636	ID2419	98055.89185563513	159284.0612303723	77.61	13	1.3134361252394935	2.16508800601138E8	116119.50900000014	0.20177856847471723	0.8649427011459754	98.0715072295505	159.309427173488	0	89.2702545	150.1126998	0	108.5110278	170.0468343	0	13
67	ID2819 ? ID2828	1	2820	2828	0.047506954864895284	239.98711300134542	1432.723064618032	101661.19713086709	149204.11566049154	ID2819	101429.02893714012	149881.81159141756	107.46	18	1.3652077715489452	2.4116941731777713E8	119932.38839999994	0.21069737892739857	0.8516573853089351	101.445181482214	149.905680228858	0	90.8303172	141.2723445	0	113.0178756	159.473076	0	18
68	ID2868 ? ID2748	1	2869	2748	0.03107866938830002	103.82704039476981	619.8474311567757	101810.33670808733	144956.02991977922	ID2868	101769.45521349549	145263.24550024	131.34	22	1.7473557246045481	2.583507483310752E8	123745.26780000015	0.21201294959964959	0.8395724535116398	101.785661971364	145.286378632299	0	87.5368515	136.7654967	0	113.1912159	152.3661237	0	22
69	ID2850 ? ID2868	1	2851	2868	0.03721880539240314	153.47852841994205	916.2668146670561	101626.28427760296	145698.43316324378	ID2850	101483.11334171043	146133.62082624756	125.36999999999999	21	1.7819916404107214	2.506011269999025E8	110920.1280000002	0.2559600342665972	0.8976759199483537	101.499274499712	146.156892565336	0	88.0568724	138.67224	0	113.1912159	153.4061655	0	21
70	ID3104 ? ID3183	1	3105	3183	0.28515964322685566	192.35330672449163	1148.3492411452148	102039.75726877495	138836.31819042418	ID3104	102536.1349908246	139124.9107266452	179.1	30	1.2278668502026477	1.4700250695643333E8	121318.88999999984	0.125509832217702	0.7521131089595829	102.552463842235	139.147066330568	0	96.0305262	130.3519056	0	111.2844726	146.9925744	0	30
71	ID3368 ? ID3401	1	3369	3401	0.1819276745021676	47.55794874539485	283.9209540100072	101189.41165655694	139630.10894176684	ID3368	101250.58600575884	139502.00556151787	220.89	37	1.4459859464078677	7.251002284283401E7	80763.71820000015	0.13969320978035565	0.7912159947558163	101.266710133844	139.524221217688	0	95.6838456	133.2986907	0	105.737583	145.2591714	0	37
72	ID3064 ? ID3041	1	3065	3041	0.07961299400819843	155.0114835660305	925.418556889202	101072.66525635762	141426.61640953243	ID3064	100761.78147485373	141769.32787820042	161.19	27	1.51186402075886	1.9208848222034973E8	127904.77259999997	0.1475494820081136	0.7705283450810297	100.777827760954	141.791904604832	0	88.0568724	131.5652877	0	110.7644517	148.7259774	0	27
73	ID3265 ? ID3283	1	3266	3283	0.21427312408814003	128.91155206391576	769.601965821577	100304.06325891468	136925.78034969477	ID3265	100388.48394541092	136550.35399987284	202.98	34	1.5642008288710068	9.656989371984728E7	77644.08959999995	0.20129584624703423	0.8734039663135015	100.404470783981	136.572099606345	0	96.0305262	129.3118638	0	105.0442218	143.5257684	0	34
