TRACK_ID	LABEL	label_id	QUALITY	anchor_x	anchor_y	POSITION_Z	POSITION_T	timepoint	RADIUS	VISIBILITY	MANUAL_SPOT_COLOR	MEAN_INTENSITY_CH1	MEDIAN_INTENSITY_CH1	MIN_INTENSITY_CH1	MAX_INTENSITY_CH1	TOTAL_INTENSITY_CH1	STD_INTENSITY_CH1	CONTRAST_CH1	SNR_CH1	ELLIPSE_X0	ELLIPSE_Y0	ELLIPSE_MAJOR	ELLIPSE_MINOR	ELLIPSE_THETA	ELLIPSE_ASPECTRATIO	AREA	PERIMETER	CIRCULARITY	SOLIDITY	SHAPE_INDEX	TRACK_LABEL	TRACK_INDEX	NUMBER_SPOTS	NUMBER_GAPS	NUMBER_SPLITS	NUMBER_MERGES	NUMBER_COMPLEX	LONGEST_GAP	TRACK_DURATION	TRACK_START	TRACK_STOP	TRACK_DISPLACEMENT	TRACK_X_LOCATION	TRACK_Y_LOCATION	TRACK_Z_LOCATION	TRACK_MEAN_SPEED	TRACK_MAX_SPEED	TRACK_MIN_SPEED	TRACK_MEDIAN_SPEED	TRACK_STD_SPEED	TRACK_MEAN_QUALITY	TOTAL_DISTANCE_TRAVELED	MAX_DISTANCE_TRAVELED	CONFINEMENT_RATIO	MEAN_STRAIGHT_LINE_SPEED	LINEARITY_OF_FORWARD_PROGRESSION	MEAN_DIRECTIONAL_CHANGE_RATE
0	ID3776	3777	4945.0	41921.79497088895	202081.36616667913	0.0	166.79999999999998	30	12378.846503597211	1		255.0000000000147	255.0	255.0	255.0	1260975.0	1.469550974647636E-11	0.999998820119968	1.7352228943699275E13	404.81212306046166	-108.62776868166631	18703.646898281735	8382.209996910895	2.6027798071505748	2.2313503127665153	4.814045915970804E8	132293.2917316695	0.3456562760769284	0.8066884176182708	6.029519563600937	Track_0	0	48	0	0	0	0	0	261.32	0.0	261.32	35821.74779420655	38243.8309844768	208407.1927382982	0.0	232.7679299758461	694.0592812837092	24.480135856430376	192.4141140215764	159.91383394549342	4523.291666666667	60826.915461288125	35821.74779420655	0.5889127785380548	137.08000839662694	0.5889127785380549	0.08430993428315207
0	ID4033	4034	4886.0	51314.81395154229	199177.2474828572	0.0	227.95999999999998	41	12304.777389409926	1		254.9999999999761	255.0	255.0	255.0	1245930.0	2.390510404186927E-11	0.9999999957953233	1.0667177980788238E13	334.84077930734514	510.3322993799694	16124.8269188868	9268.849147637668	1.3540269961301903	1.739679507352485	4.756608361058309E8	141653.66614664608	0.29788704817558415	0.7968686292098179	6.494999493454606	Track_0	0	48	0	0	0	0	0	261.32	0.0	261.32	35821.74779420655	38243.8309844768	208407.1927382982	0.0	232.7679299758461	694.0592812837092	24.480135856430376	192.4141140215764	159.91383394549342	4523.291666666667	60826.915461288125	35821.74779420655	0.5889127785380548	137.08000839662694	0.5889127785380549	0.08430993428315207
0	ID3974	3975	4324.0	50512.97334039564	195557.2135928929	0.0	205.72	37	11575.503015401771	1		254.35129509713855	255.0	0.0	255.0	1099815.0	12.846676608063376	1.0000001222576664	19.79899692389616	-51.639146645705544	680.6525220424419	17284.535545598803	7821.734791664563	-1.207375442207859	2.2098084384065952	4.2094913125698197E8	137285.4914196571	0.2806662527711199	0.7788184438040343	6.691289711397224	Track_0	0	48	0	0	0	0	0	261.32	0.0	261.32	35821.74779420655	38243.8309844768	208407.1927382982	0.0	232.7679299758461	694.0592812837092	24.480135856430376	192.4141140215764	159.91383394549342	4523.291666666667	60826.915461288125	35821.74779420655	0.5889127785380548	137.08000839662694	0.5889127785380549	0.08430993428315207
0	ID3657	3658	4583.0	36414.64096268353	210850.38208423037	0.0	133.44	24	11917.137723760106	1		254.99999999999963	255.0	255.0	255.0	1168665.0	3.6952253927632526E-13	0.9999995158723843	6.900795247107439E14	349.41513857688824	-324.1942110200453	18959.59708528216	7292.318807168767	2.18551669837251	2.5999407851784797	4.461632443456864E8	142901.7160686429	0.27455462579664736	0.8101467208767896	6.765354361583135	Track_0	0	48	0	0	0	0	0	261.32	0.0	261.32	35821.74779420655	38243.8309844768	208407.1927382982	0.0	232.7679299758461	694.0592812837092	24.480135856430376	192.4141140215764	159.91383394549342	4523.291666666667	60826.915461288125	35821.74779420655	0.5889127785380548	137.08000839662694	0.5889127785380549	0.08430993428315207
0	ID3274	3275	4669.0	27725.606775395587	219037.30550592765	0.0	38.919999999999995	7	12028.430598823432	1		255.00000000002174	255.0	255.0	255.0	1190595.0	2.17449364892579E-11	1.0	1.1726868005615604E13	-166.18069087841033	197.94773314099814	15748.653419615903	9319.080147611518	1.157817878644789	1.6899364712140914	4.5453549811259216E8	129173.16692667732	0.34232061657473184	0.8328576525151621	6.058824936067347	Track_0	0	48	0	0	0	0	0	261.32	0.0	261.32	35821.74779420655	38243.8309844768	208407.1927382982	0.0	232.7679299758461	694.0592812837092	24.480135856430376	192.4141140215764	159.91383394549342	4523.291666666667	60826.915461288125	35821.74779420655	0.5889127785380548	137.08000839662694	0.5889127785380549	0.08430993428315207
0	ID3722	3723	4372.0	40364.65209752017	206549.26471532852	0.0	150.11999999999998	27	11639.574554689205	1		255.000000000006	255.0	255.0	255.0	1114860.0	5.997666647002484E-12	0.9999985574064957	4.251650368008456E13	459.76896998211447	-117.77336520370017	18547.587609659346	7459.519329898272	2.339543063475417	2.486432005788808	4.2562201708037126E8	128549.1419656789	0.32366488550981526	0.8422269312271236	6.23099122139472	Track_0	0	48	0	0	0	0	0	261.32	0.0	261.32	35821.74779420655	38243.8309844768	208407.1927382982	0.0	232.7679299758461	694.0592812837092	24.480135856430376	192.4141140215764	159.91383394549342	4523.291666666667	60826.915461288125	35821.74779420655	0.5889127785380548	137.08000839662694	0.5889127785380549	0.08430993428315207
0	ID4171	4172	5115.0	54688.01039431597	197854.95232126	0.0	255.76	46	12589.829505350897	1		255.0000000000245	255.0	255.0	255.0	1304325.0	2.4501908749577014E-11	1.0000000160657283	1.040735253137399E13	208.05186535574737	-91.02199309290458	19746.911729071722	8257.889284365245	0.6488571914353403	2.3912783338544843	4.979543955549172E8	152886.1154446181	0.26770922820677584	0.7842085090072828	6.851304361689145	Track_0	0	48	0	0	0	0	0	261.32	0.0	261.32	35821.74779420655	38243.8309844768	208407.1927382982	0.0	232.7679299758461	694.0592812837092	24.480135856430376	192.4141140215764	159.91383394549342	4523.291666666667	60826.915461288125	35821.74779420655	0.5889127785380548	137.08000839662694	0.5889127785380549	0.08430993428315207
0	ID3341	3342	4561.0	27879.727774070252	217971.46737875533	0.0	50.04	9	11888.500104002938	1		254.99999999998724	255.0	255.0	255.0	1163055.0	1.2762746728108381E-11	1.0	1.998002510214992E13	-89.69466112183915	579.7413534661789	16849.965557321906	8786.06615229564	1.2511141446364271	1.9178054507271511	4.4402150500996643E8	132293.29173166945	0.31881461581129866	0.7970989164627751	6.278209741792502	Track_0	0	48	0	0	0	0	0	261.32	0.0	261.32	35821.74779420655	38243.8309844768	208407.1927382982	0.0	232.7679299758461	694.0592812837092	24.480135856430376	192.4141140215764	159.91383394549342	4523.291666666667	60826.915461288125	35821.74779420655	0.5889127785380548	137.08000839662694	0.5889127785380549	0.08430993428315207
0	ID3789	3790	4831.0	42776.38793401041	200666.0055265804	0.0	172.35999999999999	31	12235.326092608351	1		254.99999999997996	255.0	255.0	255.0	1231905.0	2.003937929627418E-11	0.9999991140532974	1.272493939416258E13	69.30909866401113	-109.24156917568537	17712.862864902043	8710.279151765597	2.5508189469735765	2.0335585755953183	4.7030648776653075E8	136037.44149766007	0.3193551491770947	0.7725891572045419	6.272894313117991	Track_0	0	48	0	0	0	0	0	261.32	0.0	261.32	35821.74779420655	38243.8309844768	208407.1927382982	0.0	232.7679299758461	694.0592812837092	24.480135856430376	192.4141140215764	159.91383394549342	4523.291666666667	60826.915461288125	35821.74779420655	0.5889127785380548	137.08000839662694	0.5889127785380549	0.08430993428315207
0	ID3534	3535	4459.0	32794.75785445407	215854.55838058674	0.0	105.63999999999999	19	11754.814119941155	1		255.00000000001504	255.0	255.0	255.0	1137045.0	1.5036770497884186E-11	1.0	1.6958428675618605E13	149.38958438887127	-126.8791085376247	15955.175586894273	8971.882232381193	-1.422943192458579	1.7783532121397085	4.340916226352642E8	126677.0670826835	0.3399345201862905	0.8247479885323223	6.080052052987136	Track_0	0	48	0	0	0	0	0	261.32	0.0	261.32	35821.74779420655	38243.8309844768	208407.1927382982	0.0	232.7679299758461	694.0592812837092	24.480135856430376	192.4141140215764	159.91383394549342	4523.291666666667	60826.915461288125	35821.74779420655	0.5889127785380548	137.08000839662694	0.5889127785380549	0.08430993428315207
